name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,activity_zone_id,production,attraction,activity_location_tab
,66,63228739.0,,,0.0,,residential,0.0,-84.25327800000001,40.874177,,,,2,10.0,10.0,residential
,67,63228772.0,,,0.0,,residential,0.0,-84.25325500000001,40.875917,,,,2,10.0,10.0,residential
,68,63228833.0,,,0.0,,residential,0.0,-84.25324499999999,40.888093,,,,2,10.0,10.0,residential
,69,63228900.0,,,0.0,,residential,0.0,-84.253378,40.903865,,,,2,10.0,10.0,residential
,70,63229361.0,,,0.0,,unclassified,0.0,-84.33694399999999,40.881019,,,,,0.0,0.0,
,71,63229397.0,,,0.0,,residential,1.0,-84.339427,40.881425,,,,31,1000.0,1000.0,boundary
,72,63230170.0,,,0.0,,residential,1.0,-84.051183,40.914189,,,,34,1000.0,1000.0,boundary
,73,63230183.0,,,0.0,,residential,0.0,-84.052846,40.914965,,,,4,10.0,10.0,residential
,74,63233402.0,,,0.0,,residential,1.0,-84.2064496,40.8865994,,,,32,1000.0,1000.0,boundary
,75,63236754.0,,,0.0,,residential,1.0,-84.315795,40.898348999999996,,,,31,1000.0,1000.0,boundary
,76,63238042.0,,,0.0,,residential,0.0,-84.298415,40.905324,,,,1,10.0,10.0,residential
,77,63238051.0,,,0.0,,primary,0.0,-84.297306,40.9044,,,,,0.0,0.0,
,78,63238150.0,,,0.0,,residential,1.0,-84.298645,40.907903000000005,,,,31,1000.0,1000.0,boundary
,79,63239044.0,,,0.0,,primary,0.0,-84.294454,40.906433,,,,,0.0,0.0,
,80,63239051.0,,,0.0,,residential,0.0,-84.29346,40.905589,,,,2,10.0,10.0,residential
,81,63239059.0,,,0.0,,residential,0.0,-84.292647,40.905895,,,,2,10.0,10.0,residential
,82,63239069.0,,,0.0,,residential,0.0,-84.292266,40.9047902,,,,2,10.0,10.0,residential
,83,63239077.0,,,0.0,,residential,0.0,-84.292167,40.905328999999995,,,,2,10.0,10.0,residential
,84,63239085.0,,,0.0,,residential,0.0,-84.292191,40.906108,,,,2,10.0,10.0,residential
,85,63239104.0,,,0.0,,residential,0.0,-84.2932393,40.90535379999999,,,,2,10.0,10.0,residential
,86,63239107.0,,,0.0,,residential,0.0,-84.292598,40.905344,,,,2,10.0,10.0,residential
,87,63239132.0,,,0.0,,residential,0.0,-84.29261269999999,40.904880299999995,,,,2,10.0,10.0,residential
,88,63239609.0,,,0.0,,secondary,0.0,-84.2921193,40.9095359,,,,,0.0,0.0,
,89,63239724.0,,,0.0,,secondary,0.0,-84.32960600000001,40.868173,,,,,0.0,0.0,
,90,63239775.0,,,0.0,,residential,1.0,-84.33229399999999,40.869044,,,,31,1000.0,1000.0,boundary
,91,63239790.0,,,0.0,,residential,0.0,-84.294813,40.909054,,,,2,10.0,10.0,residential
,92,63239793.0,,,0.0,,residential,1.0,-84.294483,40.908794,,,,32,1000.0,1000.0,boundary
,93,63239960.0,,,0.0,,residential,0.0,-84.292512,40.892224,,,,2,10.0,10.0,residential
,94,63239964.0,,,0.0,,residential,1.0,-84.292148,40.892281,,,,32,1000.0,1000.0,boundary
,95,63240215.0,turning_loop,,0.0,,residential,1.0,-84.3189257,40.8831234,,,,31,1000.0,1000.0,boundary
,96,63240299.0,,,0.0,,residential,0.0,-84.310731,40.859456,,,,6,10.0,10.0,residential
,97,63240303.0,,,0.0,,residential,0.0,-84.310732,40.859543,,,,6,10.0,10.0,residential
,98,63241523.0,,,0.0,,residential,0.0,-84.06189300000001,40.91683,,,,4,10.0,10.0,residential
,99,63241525.0,,,0.0,,residential,0.0,-84.06219,40.916515000000004,,,,4,10.0,10.0,residential
,100,63241574.0,,,0.0,,residential,1.0,-84.062388,40.916603,,,,34,1000.0,1000.0,boundary
,101,63241582.0,,,0.0,,residential,0.0,-84.061514,40.916203,,,,4,10.0,10.0,residential
,102,63241642.0,,,0.0,,residential,0.0,-84.05919300000001,40.917302,,,,4,10.0,10.0,residential
,103,63241651.0,,,0.0,,residential,0.0,-84.059602,40.916962,,,,4,10.0,10.0,residential
,104,63241653.0,,,0.0,,residential,0.0,-84.060231,40.916151,,,,4,10.0,10.0,residential
,105,63241659.0,,,0.0,,residential,1.0,-84.0602438,40.915764,,,,34,1000.0,1000.0,boundary
,106,63242314.0,,,0.0,,tertiary,0.0,-84.04982700000001,40.916140000000006,,,,,0.0,0.0,
,107,63242316.0,,,0.0,,residential,0.0,-84.050646,40.915081,,,,4,10.0,10.0,residential
,108,63242318.0,,,0.0,,residential,0.0,-84.050945,40.914675,,,,4,10.0,10.0,residential
,109,63242338.0,,,0.0,,residential,1.0,-84.051488,40.915414,,,,34,1000.0,1000.0,boundary
,110,63243386.0,,,0.0,,residential,0.0,-84.335567,40.888248,,,,1,10.0,10.0,residential
,111,63243399.0,,,0.0,,residential,1.0,-84.338613,40.892432,,,,31,1000.0,1000.0,boundary
,112,63244651.0,,,0.0,,residential,0.0,-84.068578,40.919308,,,,4,10.0,10.0,residential
,113,63244668.0,,,0.0,,residential,0.0,-84.067774,40.91698,,,,4,10.0,10.0,residential
,114,63244683.0,,,0.0,,residential,0.0,-84.067115,40.915068,,,,4,10.0,10.0,residential
,115,63245548.0,,,0.0,,residential,0.0,-84.062527,40.922834,,,,4,10.0,10.0,residential
,116,63248383.0,,,0.0,,residential,0.0,-84.075298,40.919422,,,,4,10.0,10.0,residential
,117,63248665.0,,,0.0,,residential,0.0,-84.328919,40.895409,,,,1,10.0,10.0,residential
,118,63248668.0,,,0.0,,residential,0.0,-84.328965,40.895503999999995,,,,1,10.0,10.0,residential
,119,63250401.0,,,0.0,,residential,0.0,-84.12261600000001,40.88906,,,,3,10.0,10.0,residential
,120,63250402.0,,,0.0,,residential,0.0,-84.122687,40.889171999999995,,,,3,10.0,10.0,residential
,121,63254834.0,,,0.0,,residential,0.0,-84.330066,40.897278,,,,1,10.0,10.0,residential
,122,63254868.0,,,0.0,,residential,1.0,-84.336624,40.897237,,,,31,1000.0,1000.0,boundary
,123,63256780.0,,,0.0,,residential,1.0,-84.053241,40.919523999999996,,,,34,1000.0,1000.0,boundary
,124,63258981.0,,,0.0,,residential,0.0,-84.166684,40.869334,,,,3,10.0,10.0,residential
,125,63259762.0,,,0.0,,secondary,0.0,-84.158164,40.911235,,,,,0.0,0.0,
,126,63259766.0,,,0.0,,residential,0.0,-84.158433,40.911189,,,,3,10.0,10.0,residential
,127,63259781.0,,,0.0,,secondary,0.0,-84.158164,40.910695000000004,,,,,0.0,0.0,
,128,63260047.0,,,0.0,,residential,1.0,-84.307087,40.90376,,,,31,1000.0,1000.0,boundary
,129,63260056.0,,,0.0,,residential,0.0,-84.301805,40.903754,,,,1,10.0,10.0,residential
,130,63260057.0,,,0.0,,residential,0.0,-84.30126700000001,40.903752000000004,,,,1,10.0,10.0,residential
,131,63260069.0,,,0.0,,residential,0.0,-84.300488,40.903782,,,,1,10.0,10.0,residential
,132,63260074.0,,,0.0,,residential,0.0,-84.12881800000001,40.900847999999996,,,,3,10.0,10.0,residential
,133,63260075.0,,,0.0,,residential,0.0,-84.129111,40.900853000000005,,,,3,10.0,10.0,residential
,134,63260076.0,,,0.0,,residential,1.0,-84.12948399999999,40.900856,,,,33,1000.0,1000.0,boundary
,135,63260835.0,,,0.0,,residential,0.0,-84.05533299999999,40.920116,,,,4,10.0,10.0,residential
,136,63260840.0,,,0.0,,residential,0.0,-84.056163,40.919641999999996,,,,4,10.0,10.0,residential
,137,63260846.0,,,0.0,,tertiary,0.0,-84.05684000000001,40.919241,,,,,0.0,0.0,
,138,63261163.0,,,0.0,,secondary,0.0,-84.115048,40.892269,,,,,0.0,0.0,
,139,63261170.0,,,0.0,,residential,0.0,-84.115135,40.892893,,,,3,10.0,10.0,residential
,140,63261176.0,,,0.0,,residential,1.0,-84.115155,40.893042,,,,33,1000.0,1000.0,boundary
,141,63261520.0,,,0.0,,residential,0.0,-84.18865500000001,40.922659,,,,2,10.0,10.0,residential
,142,63261535.0,,,0.0,,residential,0.0,-84.188098,40.922616999999995,,,,2,10.0,10.0,residential
,143,63264637.0,,,0.0,,residential,0.0,-84.11941,40.89897,,,,3,10.0,10.0,residential
,144,63264658.0,,,0.0,,residential,0.0,-84.11941,40.898831,,,,3,10.0,10.0,residential
,145,63266899.0,,,0.0,,residential,1.0,-84.075199,40.919015,,,,34,1000.0,1000.0,boundary
,146,63266901.0,,,0.0,,residential,0.0,-84.075199,40.919277,,,,4,10.0,10.0,residential
,147,63267320.0,,,0.0,,secondary,0.0,-84.12275600000001,40.889287,,,,,0.0,0.0,
,148,63267383.0,,,0.0,,secondary,0.0,-84.2102483,40.883522,,,,,0.0,0.0,
,149,63267421.0,,,0.0,,residential,0.0,-84.189758,40.918527000000005,,,,2,10.0,10.0,residential
,150,63267429.0,,,0.0,,residential,0.0,-84.190353,40.918082,,,,2,10.0,10.0,residential
,151,63267444.0,,,0.0,,residential,0.0,-84.055829,40.919275,,,,4,10.0,10.0,residential
,152,63267975.0,,,0.0,,secondary,0.0,-84.117465,40.891334,,,,,0.0,0.0,
,153,63268020.0,,,0.0,,secondary,0.0,-84.113582,40.892846999999996,,,,,0.0,0.0,
,154,63269825.0,,,0.0,,residential,0.0,-84.06939969999999,40.9143014,,,,4,10.0,10.0,residential
,155,63270120.0,,,0.0,,primary,0.0,-84.298641,40.903448,,,,,0.0,0.0,
,156,63270122.0,,,0.0,,primary,0.0,-84.298532,40.903529,,,,,0.0,0.0,
,157,63270123.0,,,0.0,,residential,0.0,-84.295659,40.908570000000005,,,,1,10.0,10.0,residential
,158,63270124.0,,,0.0,,residential,0.0,-84.29558399999999,40.908524,,,,1,10.0,10.0,residential
,159,63270993.0,,,0.0,,residential,1.0,-84.187715,40.922399,,,,32,1000.0,1000.0,boundary
,160,63270994.0,,,0.0,,residential,0.0,-84.188455,40.92284,,,,2,10.0,10.0,residential
,161,63271711.0,,,0.0,,secondary,0.0,-84.138118,40.860665999999995,,,,,0.0,0.0,
,162,63271726.0,,,0.0,,secondary,0.0,-84.138014,40.860445,,,,,0.0,0.0,
,163,63272833.0,,,0.0,,residential,0.0,-84.128813,40.900431,,,,3,10.0,10.0,residential
,164,63272852.0,,,0.0,,residential,1.0,-84.131197,40.900589000000004,,,,33,1000.0,1000.0,boundary
,165,63273184.0,,,0.0,,residential,0.0,-84.05282199999999,40.909128,,,,4,10.0,10.0,residential
,166,63273244.0,,,0.0,,residential,1.0,-84.057745,40.90925,,,,34,1000.0,1000.0,boundary
,167,63273249.0,,,0.0,,residential,1.0,-84.338389,40.860546,,,,31,1000.0,1000.0,boundary
,168,63273264.0,,,0.0,,residential,0.0,-84.339855,40.860673999999996,,,,6,10.0,10.0,residential
,169,63273272.0,,,0.0,,residential,1.0,-84.340301,40.860693,,,,31,1000.0,1000.0,boundary
,170,63273393.0,,,0.0,,residential,0.0,-84.272403,40.91888,,,,2,10.0,10.0,residential
,171,63273404.0,,,0.0,,residential,0.0,-84.27075500000001,40.919142,,,,2,10.0,10.0,residential
,172,63273878.0,,,0.0,,residential,1.0,-84.12008,40.896097,,,,33,1000.0,1000.0,boundary
,173,63273880.0,,,0.0,,residential,0.0,-84.119924,40.896193,,,,3,10.0,10.0,residential
,174,63273881.0,,,0.0,,residential,0.0,-84.119398,40.896190999999995,,,,3,10.0,10.0,residential
,175,63274415.0,,,0.0,,residential,0.0,-84.149691,40.882969,,,,3,10.0,10.0,residential
,176,63274419.0,,,0.0,,residential,0.0,-84.149587,40.883092,,,,3,10.0,10.0,residential
,177,63274423.0,,,0.0,,residential,1.0,-84.1494666,40.8839801,,,,33,1000.0,1000.0,boundary
,178,63274432.0,,,0.0,,residential,0.0,-84.148953,40.88256,,,,3,10.0,10.0,residential
,179,63276497.0,,,0.0,,residential,1.0,-84.1293,40.90105,,,,33,1000.0,1000.0,boundary
,180,63276509.0,,,0.0,,residential,0.0,-84.138261,40.897743,,,,3,10.0,10.0,residential
,181,63276524.0,,,0.0,,residential,1.0,-84.14014,40.897774,,,,33,1000.0,1000.0,boundary
,182,63279678.0,,,0.0,,residential,0.0,-84.327337,40.888339,,,,1,10.0,10.0,residential
,183,63279686.0,,,0.0,,residential,0.0,-84.32735799999999,40.888883,,,,1,10.0,10.0,residential
,184,63279687.0,,,0.0,,residential,0.0,-84.327359,40.888965999999996,,,,1,10.0,10.0,residential
,185,63279697.0,,,0.0,,residential,1.0,-84.327811,40.889348999999996,,,,31,1000.0,1000.0,boundary
,186,63280381.0,,,0.0,,residential,0.0,-84.330042,40.895533,,,,1,10.0,10.0,residential
,187,63280565.0,,,0.0,,residential,1.0,-84.327651,40.888888,,,,31,1000.0,1000.0,boundary
,188,63281099.0,,,0.0,,primary,0.0,-84.294597,40.906335,,,,,0.0,0.0,
,189,63281104.0,,,0.0,,residential,0.0,-84.29572900000001,40.907267,,,,1,10.0,10.0,residential
,190,63281114.0,,,0.0,,residential,0.0,-84.296631,40.907301000000004,,,,1,10.0,10.0,residential
,191,63281695.0,,,0.0,,residential,0.0,-84.330123,40.900678000000006,,,,1,10.0,10.0,residential
,192,63281698.0,,,0.0,,residential,0.0,-84.330619,40.900678000000006,,,,1,10.0,10.0,residential
,193,63282890.0,,,0.0,,residential,0.0,-84.330696,40.900785,,,,1,10.0,10.0,residential
,194,63285417.0,,,0.0,,residential,0.0,-84.06725899999999,40.923821000000004,,,,4,10.0,10.0,residential
,195,63285459.0,,,0.0,,residential,1.0,-84.068488,40.920693,,,,34,1000.0,1000.0,boundary
,196,63285468.0,,,0.0,,residential,0.0,-84.068451,40.919309000000005,,,,4,10.0,10.0,residential
,197,63285901.0,,,0.0,,residential,0.0,-84.1100731,40.912017999999996,,,,3,10.0,10.0,residential
,198,63285937.0,,,0.0,,residential,1.0,-84.113264,40.912351,,,,33,1000.0,1000.0,boundary
,199,63289431.0,,,0.0,,residential,0.0,-84.22235,40.893246999999995,,,,2,10.0,10.0,residential
,200,63289500.0,,,0.0,,residential,0.0,-84.254448,40.875009999999996,,,,2,10.0,10.0,residential
,201,63291011.0,,,0.0,,residential,0.0,-84.14810899999999,40.882443,,,,3,10.0,10.0,residential
,202,63291608.0,,,0.0,,residential,0.0,-84.32042,40.862427000000004,,,,6,10.0,10.0,residential
,203,63291625.0,,,0.0,,residential,0.0,-84.318691,40.86026,,,,6,10.0,10.0,residential
,204,63291629.0,,,0.0,,residential,0.0,-84.31860999999999,40.859921,,,,6,10.0,10.0,residential
,205,63294529.0,,,0.0,,residential,0.0,-84.327206,40.888341,,,,1,10.0,10.0,residential
,206,63295150.0,,,0.0,,residential,1.0,-84.31871899999999,40.859693,,,,31,1000.0,1000.0,boundary
,207,63295989.0,,,0.0,,residential,0.0,-84.3426932,40.92282470000001,,,,1,10.0,10.0,residential
,208,63296002.0,,,0.0,,residential,0.0,-84.3446727,40.92282879999999,,,,1,10.0,10.0,residential
,209,63296054.0,,,0.0,,residential,1.0,-84.34550949999999,40.9227436,,,,31,1000.0,1000.0,boundary
,210,63296281.0,,,0.0,,secondary,0.0,-84.29839399999999,40.906757,,,,,0.0,0.0,
,211,63297458.0,,,0.0,,residential,1.0,-84.158751,40.911131,,,,33,1000.0,1000.0,boundary
,212,63298954.0,,,0.0,,residential,1.0,-84.062629,40.912938,,,,34,1000.0,1000.0,boundary
,213,63300097.0,,,0.0,,residential,1.0,-84.051614,40.914911,,,,34,1000.0,1000.0,boundary
,214,63300099.0,,,0.0,,residential,1.0,-84.050618,40.914559999999994,,,,34,1000.0,1000.0,boundary
,215,63301053.0,,,0.0,,residential,1.0,-84.12017800000001,40.896219,,,,33,1000.0,1000.0,boundary
,216,63301402.0,,,0.0,,residential,1.0,-84.368862,40.903549,,,,31,1000.0,1000.0,boundary
,217,63301629.0,,,0.0,,residential,1.0,-84.114921,40.893027000000004,,,,33,1000.0,1000.0,boundary
,218,63303139.0,,,0.0,,residential,0.0,-84.062039,40.915513,,,,4,10.0,10.0,residential
,219,63303146.0,,,0.0,,secondary,0.0,-84.062186,40.915675,,,,,0.0,0.0,
,220,63303634.0,,,0.0,,residential,0.0,-84.052849,40.920566,,,,4,10.0,10.0,residential
,221,63303642.0,,,0.0,,residential,0.0,-84.053731,40.919859,,,,4,10.0,10.0,residential
,222,63305301.0,,,0.0,,residential,0.0,-84.128763,40.896059,,,,3,10.0,10.0,residential
,223,63305307.0,,,0.0,,residential,1.0,-84.126075,40.896249,,,,33,1000.0,1000.0,boundary
,224,63305567.0,,,0.0,,residential,0.0,-84.12868900000001,40.891731,,,,3,10.0,10.0,residential
,225,63305576.0,,,0.0,,residential,1.0,-84.130169,40.89162,,,,33,1000.0,1000.0,boundary
,226,63305598.0,,,0.0,,residential,1.0,-84.138485,40.891049,,,,33,1000.0,1000.0,boundary
,227,63305601.0,,,0.0,,residential,0.0,-84.138185,40.891049,,,,3,10.0,10.0,residential
,228,63305608.0,,,0.0,,residential,0.0,-84.136781,40.891087,,,,3,10.0,10.0,residential
,229,63305664.0,,,0.0,,residential,1.0,-84.136099,40.891512,,,,33,1000.0,1000.0,boundary
,230,63305694.0,,,0.0,,residential,1.0,-84.136112,40.891358000000004,,,,33,1000.0,1000.0,boundary
,231,63306201.0,,,0.0,,secondary,0.0,-84.15746800000001,40.901222,,,,,0.0,0.0,
,232,63306210.0,,,0.0,,residential,1.0,-84.149854,40.900502,,,,33,1000.0,1000.0,boundary
,233,63306844.0,,,0.0,,residential,0.0,-84.054248,40.91708,,,,4,10.0,10.0,residential
,234,63306845.0,,,0.0,,tertiary,0.0,-84.05369,40.917839,,,,,0.0,0.0,
,235,63308232.0,,,0.0,,residential,1.0,-84.05583399999999,40.916379,,,,34,1000.0,1000.0,boundary
,236,63308234.0,,,0.0,,residential,0.0,-84.055072,40.91746,,,,4,10.0,10.0,residential
,237,63308237.0,,,0.0,,residential,0.0,-84.054498,40.918191,,,,4,10.0,10.0,residential
,238,63308249.0,,,0.0,,residential,0.0,-84.05405999999999,40.919004,,,,4,10.0,10.0,residential
,239,63308270.0,,,0.0,,secondary,0.0,-84.05923359999998,40.918342700000004,,,,,0.0,0.0,
,240,63308286.0,,,0.0,,residential,0.0,-84.06009,40.914143,,,,4,10.0,10.0,residential
,241,63309125.0,,,0.0,,residential,0.0,-84.254452,40.874171000000004,,,,2,10.0,10.0,residential
,242,63309187.0,,,0.0,,residential,0.0,-84.064863,40.92277,,,,4,10.0,10.0,residential
,243,63309213.0,,,0.0,,residential,0.0,-84.06411,40.923699,,,,4,10.0,10.0,residential
,244,63309332.0,,,0.0,,primary,0.0,-84.293576,40.907084999999995,,,,,0.0,0.0,
,245,63309359.0,,,0.0,,residential,1.0,-84.29316999999999,40.907232,,,,32,1000.0,1000.0,boundary
,246,63309435.0,,,0.0,,residential,0.0,-84.058149,40.919821,,,,4,10.0,10.0,residential
,247,63309438.0,,,0.0,,residential,0.0,-84.057761,40.920233,,,,4,10.0,10.0,residential
,248,63309440.0,,,0.0,,residential,0.0,-84.05726999999999,40.921444,,,,4,10.0,10.0,residential
,249,63309540.0,,,0.0,,residential,0.0,-84.064254,40.915917,,,,4,10.0,10.0,residential
,250,63309613.0,,,0.0,,primary,0.0,-84.063734,40.913563,,,,,0.0,0.0,
,251,63309644.0,,,0.0,,residential,0.0,-84.06239000000001,40.915051,,,,4,10.0,10.0,residential
,252,63309646.0,,,0.0,,residential,0.0,-84.06121999999999,40.916575,,,,4,10.0,10.0,residential
,253,63309648.0,,,0.0,,residential,0.0,-84.060578,40.917401,,,,4,10.0,10.0,residential
,254,63309651.0,,,0.0,,secondary,0.0,-84.060273,40.917718,,,,,0.0,0.0,
,255,63309663.0,,,0.0,,residential,0.0,-84.058438,40.919954,,,,4,10.0,10.0,residential
,256,63309737.0,,,0.0,,residential,0.0,-84.064502,40.916662,,,,4,10.0,10.0,residential
,257,63309810.0,,,0.0,,residential,0.0,-84.065395,40.917246,,,,4,10.0,10.0,residential
,258,63309811.0,,,0.0,,residential,0.0,-84.06473299999999,40.917278,,,,4,10.0,10.0,residential
,259,63309852.0,,,0.0,,residential,0.0,-84.17158719999999,40.8679968,,,,3,10.0,10.0,residential
,260,63309926.0,,,0.0,,residential,0.0,-84.171825,40.881377,,,,3,10.0,10.0,residential
,261,63310027.0,,,0.0,,residential,0.0,-84.172051,40.90452,,,,3,10.0,10.0,residential
,262,63310108.0,,,0.0,,residential,0.0,-84.29516,40.905347,,,,1,10.0,10.0,residential
,263,63310112.0,,,0.0,,residential,0.0,-84.2955,40.905724,,,,1,10.0,10.0,residential
,264,63310115.0,,,0.0,,residential,0.0,-84.296615,40.906618,,,,1,10.0,10.0,residential
,265,63310119.0,,,0.0,,tertiary,0.0,-84.224124,40.906071999999995,,,,,0.0,0.0,
