,name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
171102,,173838,2924103277,traffic_signals,,1,,,,-111.9779135,33.4946103,,,
171137,,173875,2928706004,traffic_signals,,1,,,,-112.3341002,33.6989771,,,
171177,,173924,2942036869,traffic_signals,,1,,,,-112.2377234,33.5088001,,,
171224,,173980,2963860023,traffic_signals,,1,,,,-112.0303663,33.507561,,,
171463,,174220,2974049890,traffic_signals,,1,,,,-111.9286891,33.3782589,,,
171481,,174245,2980239523,traffic_signals,,1,,,,-112.0652882,33.4421722,,,
171487,,174251,2980247637,traffic_signals,,1,,,,-112.0654677,33.4421729,,,
171542,,174314,2990393881,traffic_signals,,1,,,,-112.065251,33.458659,,,
171550,,174322,2990405771,traffic_signals,,1,,,,-112.0650827,33.4618833,,,
171552,,174324,2990405775,traffic_signals,,1,,,,-112.065268,33.4625938,,,
171586,,174359,2993010668,traffic_signals,,1,,,,-111.9991525,33.6405931,,,
171587,,174360,2993010676,traffic_signals,,1,,,,-111.9991426,33.6407653,,,
171644,,174419,3003947422,traffic_signals,,1,,,,-112.1121446,33.6764401,,,
171651,,174426,3003949135,traffic_signals,,1,,,,-112.1134553,33.6765859,,,
171699,,174474,3006324544,traffic_signals,,1,,,,-112.1132204,33.6108135,,,
171701,,174476,3006324549,traffic_signals,,1,,,,-112.1132327,33.6109802,,,
171741,,174516,3009644377,traffic_signals,,1,,,,-112.2382013,33.6380712,,,
171808,,174593,3027719767,traffic_signals,,1,,,,-111.9601751,33.6636947,,,
171812,,174597,3027744144,traffic_signals,,1,,,,-111.9600433,33.6592395,,,
171813,,174598,3027744150,traffic_signals,,1,,,,-111.9599541,33.6635042,,,
171814,,174599,3027744151,traffic_signals,,1,,,,-111.9599499,33.663696,,,
171817,,174602,3027744158,traffic_signals,,1,,,,-111.9599251,33.6672065,,,
171818,,174603,3027744159,traffic_signals,,1,,,,-111.9599185,33.6684132,,,
171827,,174613,3027744179,traffic_signals,,1,,,,-111.959962,33.6762382,,,
171837,,174631,3029023933,traffic_signals,,1,,,,-112.2638572,33.5085594,,,
171842,,174636,3029060836,traffic_signals,,1,,,,-111.9615993,33.3806644,,,
171896,,174696,3041540342,traffic_signals,,1,,,,-112.1994465,33.667805,,,
172062,,174872,3050710741,traffic_signals,,1,,,,-111.6353779,33.3163411,,,
172197,,175009,3053050845,traffic_signals,,1,,,,-112.1130259,33.5964209,,,
172224,,175036,3056645703,traffic_signals,,1,,,,-112.255084,33.5304346,,,
172273,,175085,3066820466,traffic_signals,,1,,,,-112.2757844,33.6434747,,,
172288,,175100,3073054588,traffic_signals,,1,,,,-112.100096,33.461232,,,
172360,,175173,3076014491,traffic_signals,,1,,,,-112.1514457,33.5113308,,,
172362,,175175,3076090796,traffic_signals,,1,,,,-112.1488094,33.5094361,,,
172573,,175388,3081585661,traffic_signals,,1,,,,-112.1212245,33.5676732,,,
172574,,175389,3081597654,traffic_signals,,1,,,,-112.1255597,33.5675569,,,
172582,,175397,3081650618,traffic_signals,,1,,,,-112.1253502,33.5963897,,,
172786,,175603,3084633608,traffic_signals,,1,,,,-112.237797,33.5954741,,,
172790,,175607,3084633622,traffic_signals,,1,,,,-112.2376855,33.6027274,,,
172942,,175763,3095001681,traffic_signals,,1,,,,-112.2026703,33.6105932,,,
172973,,175794,3099159112,traffic_signals,,1,,,,-112.2567838,33.5661368,,,
172974,,175796,3099188131,traffic_signals,,1,,,,-112.2565544,33.5661413,,,
172975,,175798,3099188134,traffic_signals,,1,,,,-112.2565551,33.5663704,,,
172976,,175799,3099198396,traffic_signals,,1,,,,-112.2579366,33.5661141,,,
173056,,175884,3104961543,traffic_signals,,1,,,,-112.4444087,33.5662812,,,
173114,,175945,3108745460,traffic_signals,,1,,,,-111.942828,33.6612844,,,
173124,,175955,3108745481,traffic_signals,,1,,,,-111.942558,33.6623499,,,
173125,,175956,3108745482,traffic_signals,,1,,,,-111.942834,33.6624175,,,
173312,,176149,3114182189,traffic_signals,,1,,,,-112.0738307,33.4281701,,,
173314,,176151,3114182909,traffic_signals,,1,,,,-112.0736674,33.4281532,,,
173406,,176248,3121630738,traffic_signals,,1,,,,-111.925247,33.6414664,,,
173436,,176278,3123237572,traffic_signals,,1,,,,-112.2653609,33.5514449,,,
173494,,176338,3124685585,traffic_signals,,1,,,,-112.0129569,33.5318644,,,
173501,,176345,3124998968,traffic_signals,,1,,,,-111.9087287,33.5320201,,,
173571,,176421,3127261908,traffic_signals,,1,,,,-112.2632156,33.4794072,,,
173572,,176422,3127261909,traffic_signals,,1,,,,-112.2595493,33.4795142,,,
173576,,176426,3127261925,traffic_signals,,1,,,,-112.2632008,33.479608,,,
173577,,176427,3127261926,traffic_signals,,1,,,,-112.2646146,33.4795837,,,
173579,,176429,3127265334,traffic_signals,,1,,,,-112.2646413,33.4793671,,,
173623,,176474,3132610007,traffic_signals,,1,,,,-112.190619,33.5674075,,,
174025,,176901,3174232529,traffic_signals,,1,,,,-112.0824229,33.4294791,,,
174027,,176903,3174232538,traffic_signals,,1,,,,-112.0825352,33.4290852,,,
174030,,176907,3174430262,traffic_signals,,1,,,,-112.1172025,33.4223708,,,
174061,,176940,3178271502,traffic_signals,,1,,,,-111.7896557,33.3499974,,,
174063,,176942,3178271508,traffic_signals,,1,,,,-111.7895253,33.3500022,,,
174120,,176999,3182198591,traffic_signals,,1,,,,-112.0478028,33.462626,,,
174135,,177018,3187935261,traffic_signals,,1,,,,-111.9953021,33.4588572,,,
174137,,177020,3187940943,traffic_signals,,1,,,,-111.7529215,33.482064,,,
174139,,177022,3187940947,traffic_signals,,1,,,,-111.7530537,33.4821126,,,
174140,,177023,3187940948,traffic_signals,,1,,,,-111.752955,33.4809786,,,
174142,,177025,3187940952,traffic_signals,,1,,,,-111.7530915,33.4809762,,,
174155,,177041,3189329537,traffic_signals,,1,,,,-111.735648,33.4801876,,,
174156,,177042,3189329538,traffic_signals,,1,,,,-111.7358413,33.4801854,,,
174287,,177183,3194998571,traffic_signals,,1,,,,-112.1345704,33.4296643,,,
174366,,177262,3201108708,traffic_signals,,1,,,,-112.1990853,33.6535886,,,
174381,,177277,3202577296,traffic_signals,,1,,,,-112.1150271,33.6547775,,,
174382,,177278,3202577299,traffic_signals,,1,,,,-112.1150538,33.6545983,,,
174383,,177279,3202581187,traffic_signals,,1,,,,-112.1109987,33.6547894,,,
174385,,177281,3202581191,traffic_signals,,1,,,,-112.1109958,33.6546417,,,
174421,,177319,3202688996,traffic_signals,,1,,,,-112.4268354,33.4645732,,,
174426,,177324,3202689053,traffic_signals,,1,,,,-112.375438,33.468202,,,
174427,,177325,3202689054,traffic_signals,,1,,,,-112.3752199,33.4682051,,,
174475,,177375,3207168718,traffic_signals,,1,,,,-112.1172135,33.6626489,,,
174477,,177378,3207169428,traffic_signals,,1,,,,-112.0656566,33.6621085,,,
174505,,177407,3207271780,traffic_signals,,1,,,,-112.1947956,33.5818051,,,
174653,,177558,3213725142,traffic_signals,,1,,,,-112.0655812,33.647559,,,
174654,,177559,3213725144,traffic_signals,,1,,,,-112.0655785,33.6548304,,,
174688,,177593,3215983274,traffic_signals,,1,,,,-111.811302,33.2918627,,,
174728,,177651,3218316186,traffic_signals,,1,,,,-111.4639538,33.3550391,,,
174887,,177810,3223991524,traffic_signals,,1,,,,-111.8888701,33.4149255,,,
175068,,177994,3233776487,traffic_signals,,1,,,,-112.1602828,33.4949251,,,
175069,,177995,3233780544,traffic_signals,,1,,,,-112.1517137,33.494925,,,
175099,,178027,3235698073,traffic_signals,,1,,,,-112.0432104,33.5092258,,,
175105,,178033,3235707141,traffic_signals,,1,,,,-112.0301749,33.5076028,,,
175177,,178117,3240668061,traffic_signals,,1,,,,-111.9478361,33.3054042,,,
175183,,178123,3242143899,traffic_signals,,1,,,,-112.2376745,33.5223192,,,
175231,,178177,3245372581,traffic_signals,,1,,,,-111.8244037,33.3419194,,,
175233,,178179,3245372592,traffic_signals,,1,,,,-111.8242279,33.3394063,,,
175234,,178180,3245372593,traffic_signals,,1,,,,-111.8243862,33.3394204,,,
175235,,178181,3245372594,traffic_signals,,1,,,,-111.8242477,33.3419153,,,
175278,,178231,3247598466,traffic_signals,,1,,,,-111.8245556,33.3707124,,,
175279,,178232,3247598467,traffic_signals,,1,,,,-111.8247165,33.3707112,,,
175307,,178266,3248808213,traffic_signals,,1,,,,-111.8228173,33.3864619,,,
175311,,178271,3248809852,traffic_signals,,1,,,,-111.8228057,33.3866475,,,
175680,,178655,3262839237,traffic_signals,,1,,,,-112.0476459,33.4947207,,,
175710,,178687,3266663094,traffic_signals,,1,,,,-112.2687351,33.5084942,,,
175711,,178688,3266663095,traffic_signals,,1,,,,-112.2697118,33.5083272,,,
175770,,178768,3283879630,traffic_signals,,1,,,,-111.8878481,33.2577742,,,
175774,,178776,3283938852,traffic_signals,,1,,,,-111.8887319,33.2650656,,,
176001,,179019,3307881659,traffic_signals,,1,,,,-112.0739706,33.5677295,,,
176160,,179178,3312855737,traffic_signals,,1,,,,-112.3525488,33.4642781,,,
176321,,179340,3320437838,traffic_signals,,1,,,,-112.0129322,33.4585303,,,
176325,,179344,3320447073,traffic_signals,,1,,,,-112.0127958,33.4603417,,,
176415,,179434,3324508934,traffic_signals,,1,,,,-112.0562428,33.5164857,,,
176673,,179693,3334218200,traffic_signals,,1,,,,-111.9811188,33.6732447,,,
176812,,179832,3336445526,traffic_signals,,1,,,,-112.000114,33.6550872,,,
176931,,179974,3342936804,traffic_signals,,1,,,,-112.0303481,33.5111115,,,
177232,,180299,3353389910,traffic_signals,,1,,,,-112.3464207,33.5367659,,,
177275,,180349,3354857213,traffic_signals,,1,,,,-111.7400043,33.3066916,,,
177285,,180362,3354857275,traffic_signals,,1,,,,-111.7386753,33.3069233,,,
177373,,180458,3355313821,traffic_signals,,1,,,,-111.8808086,33.305885,,,
177374,,180460,3355313823,traffic_signals,,1,,,,-111.8936112,33.3057994,,,
177375,,180461,3355313824,traffic_signals,,1,,,,-111.8949387,33.3057673,,,
177398,,180499,3355431104,traffic_signals,,1,,,,-111.7553256,33.2875731,,,
177402,,180503,3355431152,traffic_signals,,1,,,,-111.7553658,33.2892705,,,
177489,,180606,3363563620,traffic_signals,,1,,,,-111.892459,33.334817,,,
177492,,180609,3363563635,traffic_signals,,1,,,,-111.8934754,33.3350194,,,
177552,,180683,3367300781,traffic_signals,,1,,,,-111.874615,33.4094877,,,
177623,,180757,3369546747,traffic_signals,,1,,,,-112.1520038,33.4613315,,,
177624,,180758,3369546749,traffic_signals,,1,,,,-112.1518063,33.4613233,,,
177627,,180761,3369546768,traffic_signals,,1,,,,-112.151807,33.4625262,,,
177634,,180769,3371640739,traffic_signals,,1,,,,-112.4118396,33.6868355,,,
177635,,180770,3371640740,traffic_signals,,1,,,,-112.4121805,33.68678,,,
177636,,180771,3371640741,traffic_signals,,1,,,,-112.4120029,33.6869685,,,
177715,,180850,3379231254,traffic_signals,,1,,,,-112.1775137,33.5530895,,,
177723,,180858,3379551967,traffic_signals,,1,,,,-112.228586,33.5667061,,,
177727,,180862,3380520828,traffic_signals,,1,,,,-112.1255903,33.5094415,,,
177740,,180875,3380636100,traffic_signals,,1,,,,-112.0651553,33.4621878,,,
177744,,180879,3380637228,traffic_signals,,1,,,,-112.0652189,33.4622069,,,
177815,,180950,3387044939,traffic_signals,,1,,,,-111.5806666,33.3861379,,,
177816,,180952,3387288104,traffic_signals,,1,,,,-112.2575685,33.5352525,,,
177907,,181043,3391358323,traffic_signals,,1,,,,-112.2637432,33.5229872,,,
177982,,181122,3402835635,traffic_signals,,1,,,,-112.3343779,33.6989846,,,
178966,,182116,3457474126,traffic_signals,,1,,,,-112.2550421,33.5772106,,,
178970,,182120,3457474131,traffic_signals,,1,,,,-112.2550293,33.580839,,,
179026,,182178,3458830149,traffic_signals,,1,,,,-112.18627,33.5313597,,,
179028,,182181,3460326507,traffic_signals,,1,,,,-112.0912619,33.4586546,,,
179057,,182210,3467896397,traffic_signals,,1,,,,-111.749723,33.2631576,,,
179268,,182423,3516571384,traffic_signals,,1,,,,-112.2638992,33.5805838,,,
179304,,182459,3520950471,traffic_signals,,1,,,,-111.8936094,33.378535,,,
179307,,182462,3520950474,traffic_signals,,1,,,,-111.8924994,33.3785431,,,
179308,,182464,3520950477,traffic_signals,,1,,,,-111.89364,33.3783289,,,
179311,,182467,3520950480,traffic_signals,,1,,,,-111.892529,33.3783332,,,
179315,,182471,3520951391,traffic_signals,,1,,,,-111.8927485,33.3783298,,,
179368,,182531,3525616562,traffic_signals,,1,,,,-111.886762,33.5384287,,,
179376,,182539,3525697808,traffic_signals,,1,,,,-112.2681603,33.4647336,,,
179379,,182542,3525715609,traffic_signals,,1,,,,-112.2692857,33.4648716,,,
179464,,182629,3531425434,traffic_signals,,1,,,,-112.0093642,33.5969632,,,
179465,,182630,3531425435,traffic_signals,,1,,,,-112.0096188,33.597141,,,
179511,,182676,3536481501,traffic_signals,,1,,,,-111.7893433,33.2358393,,,
179585,,182755,3541120282,traffic_signals,,1,,,,-112.224635,33.5812897,,,
179812,,182990,3556058880,traffic_signals,,1,,,,-112.2724123,33.4416169,,,
179830,,183008,3564404997,traffic_signals,,1,,,,-111.762669,33.2776202,,,
179945,,183124,3575816867,traffic_signals,,1,,,,-112.1864791,33.4950771,,,
180000,,183179,3579667697,traffic_signals,,1,,,,-112.0997988,33.5345962,,,
180122,,183301,3586731217,traffic_signals,,1,,,,-111.742444,33.2974393,,,
180124,,183304,3586731236,traffic_signals,,1,,,,-111.7470476,33.3104747,,,
180125,,183305,3586731241,traffic_signals,,1,,,,-111.7452168,33.3132123,,,
180203,,183387,3590651346,traffic_signals,,1,,,,-112.3473194,33.6361507,,,
180266,,183457,3595392435,traffic_signals,,1,,,,-112.4173708,33.6241681,,,
180269,,183460,3595392450,traffic_signals,,1,,,,-112.4173789,33.6239494,,,
180273,,183464,3595392466,traffic_signals,,1,,,,-112.4187043,33.6241592,,,
180288,,183479,3595534067,traffic_signals,,1,,,,-112.4175398,33.5516007,,,
180291,,183482,3595534074,traffic_signals,,1,,,,-112.41894,33.5516014,,,
180340,,183532,3606673072,traffic_signals,,1,,,,-112.2119916,33.4657695,,,
180359,,183551,3606891506,traffic_signals,,1,,,,-112.1518316,33.4659662,,,
180369,,183561,3608477641,traffic_signals,,1,,,,-112.1258054,33.4659412,,,
180387,,183579,3608536430,traffic_signals,,1,,,,-112.2146626,33.4228973,,,
180396,,183589,3610075705,traffic_signals,,1,,,,-112.2683733,33.4679168,,,
180399,,183592,3610117238,traffic_signals,,1,,,,-112.2646575,33.497129,,,
180402,,183595,3610131696,traffic_signals,,1,,,,-112.2634372,33.4794009,,,
180403,,183596,3610139509,traffic_signals,,1,,,,-112.2643868,33.4795868,,,
180413,,183606,3610153765,traffic_signals,,1,,,,-112.2635492,33.483216,,,
180414,,183607,3610160210,traffic_signals,,1,,,,-112.2641916,33.4907948,,,
180432,,183625,3610209500,traffic_signals,,1,,,,-112.2694354,33.5050908,,,
180440,,183633,3611458558,traffic_signals,,1,,,,-112.2688391,33.511945,,,
180477,,183670,3617079641,traffic_signals,,1,,,,-112.2694613,33.520015,,,
180587,,183780,3621117168,traffic_signals,,1,,,,-112.2205641,33.4874424,,,
180594,,183787,3621239896,traffic_signals,,1,,,,-112.2724842,33.5012052,,,
180600,,183793,3623027387,traffic_signals,,1,,,,-112.2651082,33.4768098,,,
180607,,183800,3623112790,traffic_signals,,1,,,,-112.2595543,33.479684,,,
180612,,183805,3623121349,traffic_signals,,1,,,,-112.2899033,33.4789485,,,
180615,,183808,3624245652,traffic_signals,,1,,,,-112.2700214,33.5337101,,,
180634,,183827,3624362240,traffic_signals,,1,,,,-112.2550423,33.5265881,,,
180705,,183898,3630320725,traffic_signals,,1,,,,-112.1256127,33.5239842,,,
180824,,184019,3641293701,traffic_signals,,1,,,,-111.5719326,33.2199643,,,
180893,,184088,3655319158,traffic_signals,,1,,,,-112.151476,33.538438,,,
180898,,184093,3656189435,traffic_signals,,1,,,,-112.0824178,33.5238388,,,
180899,,184094,3656189624,traffic_signals,,1,,,,-112.0737574,33.5092847,,,
180966,,184161,3672715916,traffic_signals,,1,,,,-112.1771736,33.6107329,,,
181039,,184238,3685698407,traffic_signals,,1,,,,-112.038123,33.4347377,,,
181103,,184303,3686735410,traffic_signals,,1,,,,-112.2116272,33.567036,,,
181136,,184342,3689119121,traffic_signals,,1,,,,-111.7559017,33.3610822,,,
181138,,184344,3689119124,traffic_signals,,1,,,,-111.7560619,33.3610792,,,
181307,,184549,3693830896,traffic_signals,,1,,,,-111.618675,33.3644977,,,
181324,,184570,3694080036,traffic_signals,,1,,,,-111.6009258,33.3354247,,,
181509,,184755,3707416776,traffic_signals,,1,,,,-112.1686129,33.542114,,,
181512,,184758,3707443828,traffic_signals,,1,,,,-112.2205335,33.5307094,,,
181513,,184759,3708117023,traffic_signals,,1,,,,-111.8327728,33.4150406,,,
181548,,184794,3709728866,traffic_signals,,1,,,,-112.1515982,33.5530982,,,
181576,,184822,3711352968,traffic_signals,,1,,,,-111.8546124,33.414875,,,
181799,,185055,3721056003,traffic_signals,,1,,,,-111.7206214,33.2485087,,,
181897,,185169,3724211018,traffic_signals,,1,,,,-112.1943115,33.6251231,,,
181899,,185171,3724211020,traffic_signals,,1,,,,-112.1944235,33.6251224,,,
181909,,185181,3724237447,traffic_signals,,1,,,,-112.1332513,33.7836114,,,
182341,,185641,3732553628,traffic_signals,,1,,,,-112.3548823,33.6423281,,,
182708,,186016,3756578325,traffic_signals,,1,,,,-111.9091135,33.4148353,,,
182710,,186018,3756594468,traffic_signals,,1,,,,-111.9136482,33.414836,,,
182711,,186019,3756594471,traffic_signals,,1,,,,-111.9136957,33.414677,,,
182740,,186049,3766759310,traffic_signals,,1,,,,-112.1340652,33.589118,,,
183385,,186713,3786953449,traffic_signals,,1,,,,-111.5634403,33.263525,,,
183395,,186723,3786965483,traffic_signals,,1,,,,-111.5632767,33.2635252,,,
183421,,186749,3786984387,traffic_signals,,1,,,,-111.5654889,33.2091371,,,
183626,,186957,3792193311,traffic_signals,,1,,,,-111.7882546,33.4226429,,,
183631,,186962,3792199483,traffic_signals,,1,,,,-111.7880707,33.4226455,,,
183982,,187319,3794911842,traffic_signals,,1,,,,-111.6010484,33.3474667,,,
184265,,187610,3801834719,traffic_signals,,1,,,,-112.4189487,33.5372799,,,
184268,,187613,3801838218,traffic_signals,,1,,,,-112.4175769,33.537087,,,
184271,,187616,3801844523,traffic_signals,,1,,,,-112.4179477,33.5080637,,,
184274,,187619,3801844527,traffic_signals,,1,,,,-112.4193159,33.5080661,,,
184275,,187620,3801844528,traffic_signals,,1,,,,-112.4179527,33.5082497,,,
184279,,187624,3801847975,traffic_signals,,1,,,,-112.4193095,33.5082483,,,
184283,,187628,3802791358,traffic_signals,,1,,,,-112.4174375,33.5806349,,,
184284,,187629,3802791359,traffic_signals,,1,,,,-112.4189139,33.5806401,,,
184288,,187633,3802791366,traffic_signals,,1,,,,-112.4174344,33.5808201,,,
184292,,187637,3802791375,traffic_signals,,1,,,,-112.4188838,33.5808269,,,
184578,,187927,3812177712,traffic_signals,,1,,,,-112.0739004,33.5020673,,,
184580,,187929,3812177717,traffic_signals,,1,,,,-112.0736474,33.5021123,,,
184613,,187964,3818331996,traffic_signals,,1,,,,-112.358094,33.5082635,,,
184748,,188112,3826101187,traffic_signals,,1,,,,-112.3624624,33.4859056,,,
184749,,188114,3826103261,traffic_signals,,1,,,,-112.3624638,33.4857458,,,
184771,,188137,3827501216,traffic_signals,,1,,,,-112.3923724,33.4730333,,,
184772,,188138,3827501226,traffic_signals,,1,,,,-112.3925433,33.4730355,,,
184817,,188187,3830232828,traffic_signals,,1,,,,-112.203251,33.4948273,,,
184969,,188343,3836812930,traffic_signals,,1,,,,-111.7204971,33.2663495,,,
184970,,188344,3836812932,traffic_signals,,1,,,,-111.7206634,33.2663645,,,
184979,,188359,3836819221,traffic_signals,,1,,,,-111.752561,33.2631543,,,
185481,,188875,3846105361,traffic_signals,,1,,,,-111.9659256,33.3491423,,,
185482,,188877,3846105367,traffic_signals,,1,,,,-111.9659241,33.3490112,,,
185487,,188886,3846108783,traffic_signals,,1,,,,-111.9585008,33.3490594,,,
185488,,188887,3846110810,traffic_signals,,1,,,,-111.958496,33.3492028,,,
185532,,188931,3846305685,traffic_signals,,1,,,,-111.762669,33.277713,,,
185657,,189065,3851380082,traffic_signals,,1,,,,-111.8590683,33.3252754,,,
185752,,189170,3863464170,traffic_signals,,1,,,,-111.7884867,33.3857411,,,
185901,,189329,3868365277,traffic_signals,,1,,,,-112.2723819,33.4379031,,,
186027,,189459,3870347314,traffic_signals,,1,,,,-111.7194149,33.3840223,,,
186031,,189463,3870347348,traffic_signals,,1,,,,-111.7194561,33.3838934,,,
186033,,189465,3870347352,traffic_signals,,1,,,,-111.7197071,33.3839632,,,
186034,,189467,3870347460,traffic_signals,,1,,,,-111.7196601,33.3840879,,,
186037,,189471,3870347485,traffic_signals,,1,,,,-111.7195557,33.3859887,,,
186040,,189475,3870349383,traffic_signals,,1,,,,-111.7192721,33.3871267,,,
186041,,189478,3870350688,traffic_signals,,1,,,,-111.7364368,33.4083165,,,
186047,,189490,3870390199,traffic_signals,,1,,,,-111.7368133,33.3859925,,,
186048,,189491,3870390203,traffic_signals,,1,,,,-111.7365297,33.3872725,,,
186049,,189492,3870390207,traffic_signals,,1,,,,-111.7365474,33.3859668,,,
186124,,189580,3872338156,traffic_signals,,1,,,,-111.7537639,33.3858689,,,
186125,,189581,3872338157,traffic_signals,,1,,,,-111.7540264,33.3858772,,,
186126,,189582,3872338245,traffic_signals,,1,,,,-111.7537532,33.3867911,,,
186128,,189584,3872342912,traffic_signals,,1,,,,-111.7537589,33.3869827,,,
186129,,189585,3872342914,traffic_signals,,1,,,,-111.7540241,33.3860599,,,
186131,,189587,3872342923,traffic_signals,,1,,,,-111.8056879,33.3856121,,,
186134,,189590,3872351431,traffic_signals,,1,,,,-111.8054208,33.3867042,,,
186202,,189658,3874074046,traffic_signals,,1,,,,-111.8745352,33.3863681,,,
186203,,189659,3874074048,traffic_signals,,1,,,,-111.8748036,33.3852797,,,
186496,,189958,3885867601,traffic_signals,,1,,,,-111.805237,33.4345647,,,
186498,,189960,3885867603,traffic_signals,,1,,,,-111.8053484,33.4346295,,,
186671,,190139,3889960523,traffic_signals,,1,,,,-112.373247,33.5082032,,,
186909,,190381,3897714233,traffic_signals,,1,,,,-111.8399743,33.4260275,,,
186921,,190395,3897750871,traffic_signals,,1,,,,-111.8398469,33.415037,,,
186922,,190396,3897750872,traffic_signals,,1,,,,-111.8398528,33.4152278,,,
186924,,190398,3897750875,traffic_signals,,1,,,,-111.8400462,33.4152269,,,
186925,,190400,3897754048,traffic_signals,,1,,,,-111.8400448,33.4150374,,,
186944,,190419,3897777750,traffic_signals,,1,,,,-111.6536461,33.3792059,,,
187066,,190550,3900931488,traffic_signals,,1,,,,-111.8397561,33.4441852,,,
187067,,190551,3900931490,traffic_signals,,1,,,,-111.8399063,33.4441842,,,
187084,,190568,3900946603,traffic_signals,,1,,,,-111.8477386,33.452046,,,
187467,,190974,3920419130,traffic_signals,,1,,,,-111.7186236,33.4708143,,,
187470,,190977,3920419140,traffic_signals,,1,,,,-111.7184745,33.4708139,,,
187471,,190978,3920457170,traffic_signals,,1,,,,-111.71839,33.4819044,,,
187473,,190980,3920457178,traffic_signals,,1,,,,-111.7183645,33.4808972,,,
187474,,190981,3920457180,traffic_signals,,1,,,,-111.718653,33.481954,,,
187481,,190988,3920457194,traffic_signals,,1,,,,-111.7186319,33.4809299,,,
187621,,191135,3921639493,traffic_signals,,1,,,,-111.7071023,33.4373869,,,
187901,,191417,3923233293,traffic_signals,,1,,,,-111.856276,33.4302102,,,
188251,,191774,3931739243,traffic_signals,,1,,,,-111.8943428,33.3492311,,,
188255,,191778,3931739255,traffic_signals,,1,,,,-111.8931688,33.3492593,,,
188269,,191792,3931741064,traffic_signals,,1,,,,-111.8931778,33.3494727,,,
188275,,191806,3931741106,traffic_signals,,1,,,,-111.894361,33.3494543,,,
188282,,191813,3931743886,traffic_signals,,1,,,,-111.9068539,33.3491012,,,
188285,,191816,3931749472,traffic_signals,,1,,,,-111.9068487,33.3492277,,,
188515,,192060,3940290829,traffic_signals,,1,,,,-111.5956532,33.2485662,,,
188671,,192218,3945181730,traffic_signals,,1,,,,-112.0997011,33.5422538,,,
188704,,192257,3951053756,traffic_signals,,1,,,,-111.8803841,33.3719104,,,
188708,,192263,3951054777,traffic_signals,,1,,,,-111.9285759,33.3090908,,,
188709,,192264,3951055962,traffic_signals,,1,,,,-111.9284509,33.3090877,,,
188712,,192269,3951060177,traffic_signals,,1,,,,-111.9283409,33.3127156,,,
188714,,192271,3951060186,traffic_signals,,1,,,,-111.9284643,33.3127152,,,
188715,,192273,3951060326,traffic_signals,,1,,,,-111.9282336,33.3199248,,,
188722,,192281,3951060919,traffic_signals,,1,,,,-111.9281075,33.3199232,,,
188729,,192288,3951063467,traffic_signals,,1,,,,-111.8802042,33.3719131,,,
189072,,192637,3961009498,traffic_signals,,1,,,,-111.8058785,33.382408,,,
189079,,192644,3961051386,traffic_signals,,1,,,,-111.8060555,33.382459,,,
189144,,192712,3965038360,traffic_signals,,1,,,,-111.7901094,33.371672,,,
189146,,192714,3965038364,traffic_signals,,1,,,,-111.7899541,33.3716799,,,
189161,,192733,3965291722,traffic_signals,,1,,,,-111.8411366,33.407763,,,
189162,,192734,3965291723,traffic_signals,,1,,,,-111.8411417,33.4078778,,,
189165,,192737,3965305463,traffic_signals,,1,,,,-111.8399949,33.4005889,,,
189167,,192739,3965309732,traffic_signals,,1,,,,-111.8401552,33.4005922,,,
189168,,192740,3965311314,traffic_signals,,1,,,,-111.8401595,33.3969716,,,
189169,,192742,3965311324,traffic_signals,,1,,,,-111.8400001,33.3969718,,,
189204,,192786,3965368437,traffic_signals,,1,,,,-111.7468449,33.3103344,,,
189213,,192796,3966919032,traffic_signals,,1,,,,-111.7435661,33.301612,,,
189217,,192806,3966925414,traffic_signals,,1,,,,-111.7438011,33.3040293,,,
189343,,192938,3974852771,traffic_signals,,1,,,,-111.7899996,33.373644,,,
189381,,192987,3977418014,traffic_signals,,1,,,,-111.8715494,33.392994,,,
189383,,192989,3977420579,traffic_signals,,1,,,,-111.8715405,33.3931411,,,
189397,,193004,3978924670,traffic_signals,,1,,,,-111.7884818,33.3868436,,,
189408,,193019,3978941610,traffic_signals,,1,,,,-111.7882403,33.4008627,,,
189411,,193022,3978941622,traffic_signals,,1,,,,-111.7884009,33.4008598,,,
189412,,193023,3978943478,traffic_signals,,1,,,,-111.7882175,33.4081203,,,
189413,,193024,3978943479,traffic_signals,,1,,,,-111.7884114,33.4081197,,,
189422,,193033,3979140505,traffic_signals,,1,,,,-111.7759044,33.4081049,,,
189454,,193070,3979177208,traffic_signals,,1,,,,-111.8528559,33.3932281,,,
189460,,193081,3979185586,traffic_signals,,1,,,,-111.8528543,33.3930912,,,
189467,,193092,3979199765,traffic_signals,,1,,,,-111.8746411,33.3912557,,,
189468,,193094,3979199771,traffic_signals,,1,,,,-111.8746447,33.3892711,,,
189476,,193102,3981091063,traffic_signals,,1,,,,-111.8745927,33.4003194,,,
189701,,193334,3987502401,traffic_signals,,1,,,,-112.2030758,33.6891654,,,
189744,,193383,3989189508,traffic_signals,,1,,,,-112.2117036,33.6817845,,,
189807,,193452,3989499800,traffic_signals,,1,,,,-111.7038002,33.2952024,,,
189809,,193454,3989499817,traffic_signals,,1,,,,-111.7036848,33.2952029,,,
