name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,TMC
,7002,1687,3309,,,80.40624919053086,2,nan,94.95106,connector,20,,"LINESTRING (-112.06845 33.46573,-112.06857 33.46502)",
,7003,3310,1687,,,43.03424779890594,2,nan,94.95106,connector,20,,"LINESTRING (-112.06806 33.46546,-112.06836 33.46576)",
,7004,1687,3310,,,43.03424779890594,2,nan,94.95106,connector,20,,"LINESTRING (-112.06844 33.4657,-112.06814 33.4654)",
,7005,3311,1687,,,48.43563824827698,2,nan,94.95106,connector,20,,"LINESTRING (-112.06823 33.46531,-112.06834 33.46574)",
,7006,1687,3311,,,48.43563824827698,2,nan,94.95106,connector,20,,"LINESTRING (-112.06845 33.46572,-112.06834 33.46529)",
,7007,3312,1476,,,52.972715299044715,2,nan,94.95106,connector,20,,"LINESTRING (-112.06453 33.46637,-112.06509 33.46646)",
,7008,1476,3312,,,52.972715299044715,2,nan,94.95106,connector,20,,"LINESTRING (-112.06511 33.46637,-112.06455 33.46627)",
,7009,3313,1807,,,68.94731493764151,2,nan,94.95106,connector,20,,"LINESTRING (-112.114 33.45173,-112.11383 33.45112)",
,7010,1807,3313,,,68.94731493764151,2,nan,94.95106,connector,20,,"LINESTRING (-112.11372 33.45115,-112.11389 33.45175)",
,7011,3314,1416,,,43.71857748321693,2,nan,94.95106,connector,20,,"LINESTRING (-112.08308 33.466,-112.08268 33.46579)",
,7012,1416,3314,,,43.71857748321693,2,nan,94.95106,connector,20,,"LINESTRING (-112.08262 33.46587,-112.08302 33.46608)",
,7013,3315,1416,,,38.91015572216627,2,nan,94.95106,connector,20,,"LINESTRING (-112.08291 33.46612,-112.0827 33.46581)",
,7014,1416,3315,,,38.91015572216627,2,nan,94.95106,connector,20,,"LINESTRING (-112.0826 33.46586,-112.08281 33.46616)",
,7015,3316,1760,,,60.019583693405636,2,nan,94.95106,connector,20,,"LINESTRING (-112.08308 33.46623,-112.08263 33.46662)",
,7016,1760,3316,,,60.019583693405636,2,nan,94.95106,connector,20,,"LINESTRING (-112.08271 33.46669,-112.08316 33.46629)",
,7017,3317,9,,,45.427320026135995,2,nan,94.95106,connector,20,,"LINESTRING (-112.06824 33.45784,-112.06872 33.45777)",
,7018,9,3317,,,45.427320026135995,2,nan,94.95106,connector,20,,"LINESTRING (-112.0687 33.45767,-112.06822 33.45775)",
,7019,3318,102,,,68.66997174451097,2,nan,94.95106,connector,20,,"LINESTRING (-112.06796 33.45818,-112.06745 33.45863)",
,7020,102,3318,,,68.66997174451097,2,nan,94.95106,connector,20,,"LINESTRING (-112.06753 33.45869,-112.06804 33.45824)",
,7021,3319,102,,,56.19016513256112,2,nan,94.95106,connector,20,,"LINESTRING (-112.06772 33.45819,-112.06744 33.45864)",
,7022,102,3319,,,56.19016513256112,2,nan,94.95106,connector,20,,"LINESTRING (-112.06754 33.45868,-112.06782 33.45823)",
,7023,3320,102,,,32.60958226466827,2,nan,94.95106,connector,20,,"LINESTRING (-112.06774 33.45845,-112.06746 33.45862)",
,7024,102,3320,,,32.60958226466827,2,nan,94.95106,connector,20,,"LINESTRING (-112.06752 33.4587,-112.06781 33.45853)",
,7025,3321,9,,,27.992799585135373,2,nan,94.95106,connector,20,,"LINESTRING (-112.06845 33.45786,-112.06873 33.45776)",
,7026,9,3321,,,27.992799585135373,2,nan,94.95106,connector,20,,"LINESTRING (-112.06869 33.45767,-112.06841 33.45777)",
,7027,3322,102,,,41.79712076999693,2,nan,94.95106,connector,20,,"LINESTRING (-112.06769 33.45832,-112.06744 33.45863)",
,7028,102,3322,,,41.79712076999693,2,nan,94.95106,connector,20,,"LINESTRING (-112.06754 33.45868,-112.06778 33.45837)",
,7029,3323,685,,,32.616959775184945,2,nan,94.95106,connector,20,,"LINESTRING (-112.0678 33.45776,-112.06753 33.45758)",
,7030,685,3323,,,32.616959775184945,2,nan,94.95106,connector,20,,"LINESTRING (-112.06746 33.45766,-112.06774 33.45784)",
,7031,3324,9,,,37.28485998671086,2,nan,94.95106,connector,20,,"LINESTRING (-112.06844 33.45798,-112.06874 33.45775)",
,7032,9,3324,,,37.28485998671086,2,nan,94.95106,connector,20,,"LINESTRING (-112.06867 33.45768,-112.06837 33.45791)",
,7033,3325,1888,,,47.35922113248482,2,nan,94.95106,connector,20,,"LINESTRING (-112.0996 33.44673,-112.10011 33.44672)",
,7034,1888,3325,,,47.35922113248482,2,nan,94.95106,connector,20,,"LINESTRING (-112.10011 33.44663,-112.0996 33.44663)",
,7035,3326,559,,,50.737330833435344,2,nan,94.95106,connector,20,,"LINESTRING (-112.09718 33.4509,-112.09687 33.45128)",
,7036,559,3326,,,50.737330833435344,2,nan,94.95106,connector,20,,"LINESTRING (-112.09697 33.45133,-112.09727 33.45095)",
,7037,3327,1733,,,85.85336900560246,2,nan,94.95106,connector,20,,"LINESTRING (-112.10157 33.45168,-112.10083 33.45122)",
,7038,1733,3327,,,85.85336900560246,2,nan,94.95106,connector,20,,"LINESTRING (-112.10076 33.4513,-112.10151 33.45176)",
,7039,3328,1733,,,85.80262626154479,2,nan,94.95106,connector,20,,"LINESTRING (-112.10121 33.45056,-112.10075 33.45123)",
,7040,1733,3328,,,85.80262626154479,2,nan,94.95106,connector,20,,"LINESTRING (-112.10085 33.45128,-112.1013 33.45061)",
,7041,3329,39,,,80.19886141835896,2,nan,94.95106,connector,20,,"LINESTRING (-112.10041 33.45246,-112.10001 33.45311)",
,7042,39,3329,,,80.19886141835896,2,nan,94.95106,connector,20,,"LINESTRING (-112.10011 33.45315,-112.10051 33.45251)",
,7043,3330,377,,,76.48405023090503,2,nan,94.95106,connector,20,,"LINESTRING (-112.09956 33.45426,-112.09929 33.45491)",
,7044,377,3330,,,76.48405023090503,2,nan,94.95106,connector,20,,"LINESTRING (-112.0994 33.45495,-112.09966 33.45429)",
,7045,3331,23,,,64.53768953521461,2,nan,94.95106,connector,20,,"LINESTRING (-112.10113 33.45302,-112.1018 33.45318)",
,7046,23,3331,,,64.53768953521461,2,nan,94.95106,connector,20,,"LINESTRING (-112.10183 33.45309,-112.10116 33.45293)",
,7047,3332,1739,,,38.72274833459056,2,nan,94.95106,connector,20,,"LINESTRING (-112.09973 33.45202,-112.10011 33.45187)",
,7048,1739,3332,,,38.72274833459056,2,nan,94.95106,connector,20,,"LINESTRING (-112.10006 33.45179,-112.09968 33.45193)",
,7049,3333,1733,,,47.185868896457634,2,nan,94.95106,connector,20,,"LINESTRING (-112.10067 33.45167,-112.10085 33.45127)",
,7050,1733,3333,,,47.185868896457634,2,nan,94.95106,connector,20,,"LINESTRING (-112.10075 33.45124,-112.10057 33.45164)",
,7051,3334,1733,,,59.350640249460156,2,nan,94.95106,connector,20,,"LINESTRING (-112.10133 33.45155,-112.10083 33.45122)",
,7052,1733,3334,,,59.350640249460156,2,nan,94.95106,connector,20,,"LINESTRING (-112.10076 33.45129,-112.10126 33.45163)",
,7053,3335,544,,,49.97640178033394,2,nan,94.95106,connector,20,,"LINESTRING (-112.08064 33.46302,-112.08024 33.46272)",
,7054,544,3335,,,49.97640178033394,2,nan,94.95106,connector,20,,"LINESTRING (-112.08016 33.46279,-112.08056 33.46309)",
,7055,3336,1884,,,62.24699127283322,2,nan,94.95106,connector,20,,"LINESTRING (-112.08108 33.4622,-112.08099 33.46165)",
,7056,1884,3336,,,62.24699127283322,2,nan,94.95106,connector,20,,"LINESTRING (-112.08087 33.46166,-112.08096 33.46222)",
,7057,3337,1884,,,23.489731247563856,2,nan,94.95106,connector,20,,"LINESTRING (-112.0811 33.46182,-112.08098 33.46163)",
,7058,1884,3337,,,23.489731247563856,2,nan,94.95106,connector,20,,"LINESTRING (-112.08088 33.46168,-112.081 33.46186)",
,7059,3338,1414,,,26.90092579751154,2,nan,94.95106,connector,20,,"LINESTRING (-112.08237 33.46193,-112.08253 33.46214)",
,7060,1414,3338,,,26.90092579751154,2,nan,94.95106,connector,20,,"LINESTRING (-112.08263 33.46208,-112.08247 33.46188)",
,7061,3339,1546,,,12.770588943958957,2,nan,94.95106,connector,20,,"LINESTRING (-112.083 33.46224,-112.08287 33.4622)",
,7062,1546,3339,,,12.770588943958957,2,nan,94.95106,connector,20,,"LINESTRING (-112.08283 33.46229,-112.08296 33.46233)",
,7063,3340,544,,,83.16434328383762,2,nan,94.95106,connector,20,,"LINESTRING (-112.07948 33.4632,-112.08023 33.46279)",
,7064,544,3340,,,83.16434328383762,2,nan,94.95106,connector,20,,"LINESTRING (-112.08017 33.46271,-112.07942 33.46312)",
,7065,3341,544,,,85.24769410865633,2,nan,94.95106,connector,20,,"LINESTRING (-112.07932 33.46297,-112.08021 33.4628)",
,7066,544,3341,,,85.24769410865633,2,nan,94.95106,connector,20,,"LINESTRING (-112.08019 33.46271,-112.07929 33.46288)",
,7067,3342,544,,,62.779137942827695,2,nan,94.95106,connector,20,,"LINESTRING (-112.0796 33.46302,-112.08022 33.4628)",
,7068,544,3342,,,62.779137942827695,2,nan,94.95106,connector,20,,"LINESTRING (-112.08018 33.46271,-112.07956 33.46293)",
,7069,3343,141,,,83.44865744101199,2,nan,94.95106,connector,20,,"LINESTRING (-112.07905 33.46293,-112.07825 33.46259)",
,7070,141,3343,,,83.44865744101199,2,nan,94.95106,connector,20,,"LINESTRING (-112.0782 33.46267,-112.079 33.46302)",
,7071,3344,840,,,57.26867487593863,2,nan,94.95106,connector,20,,"LINESTRING (-112.04391 33.45366,-112.04445 33.4539)",
,7072,840,3344,,,57.26867487593863,2,nan,94.95106,connector,20,,"LINESTRING (-112.0445 33.45382,-112.04396 33.45358)",
,7073,3345,1051,,,100.76516279348635,2,nan,94.95106,connector,20,,"LINESTRING (-112.07914 33.46312,-112.07823 33.46362)",
,7074,1051,3345,,,100.76516279348635,2,nan,94.95106,connector,20,,"LINESTRING (-112.07829 33.4637,-112.0792 33.4632)",
,7075,3346,841,,,57.005308579624,2,nan,94.95106,connector,20,,"LINESTRING (-112.0437 33.45343,-112.04333 33.45384)",
,7076,841,3346,,,57.005308579624,2,nan,94.95106,connector,20,,"LINESTRING (-112.04342 33.45389,-112.04379 33.45348)",
,7077,3347,1225,,,26.308870265781497,2,nan,94.95106,connector,20,,"LINESTRING (-112.05672 33.44883,-112.05644 33.44883)",
,7078,1225,3347,,,26.308870265781497,2,nan,94.95106,connector,20,,"LINESTRING (-112.05643 33.44892,-112.05672 33.44893)",
,7079,3348,5898,,,91.54576201999903,2,nan,94.95106,connector,20,,"LINESTRING (-112.05739 33.44852,-112.05645 33.44827)",
,7080,5898,3348,,,91.54576201999903,2,nan,94.95106,connector,20,,"LINESTRING (-112.05642 33.44836,-112.05736 33.44861)",
,7081,3349,1225,,,96.14887967040119,2,nan,94.95106,connector,20,,"LINESTRING (-112.05747 33.44888,-112.05644 33.44883)",
,7082,1225,3349,,,96.14887967040119,2,nan,94.95106,connector,20,,"LINESTRING (-112.05643 33.44892,-112.05747 33.44897)",
,7083,3350,1182,,,30.351505645874532,2,nan,94.95106,connector,20,,"LINESTRING (-112.05922 33.44797,-112.05935 33.44822)",
,7084,1182,3350,,,30.351505645874532,2,nan,94.95106,connector,20,,"LINESTRING (-112.05945 33.44818,-112.05932 33.44793)",
,7085,3351,1225,,,77.40776602935792,2,nan,94.95106,connector,20,,"LINESTRING (-112.05727 33.44888,-112.05644 33.44883)",
,7086,1225,3351,,,77.40776602935792,2,nan,94.95106,connector,20,,"LINESTRING (-112.05643 33.44892,-112.05726 33.44897)",
,7087,3352,354,,,104.40639133329783,2,nan,94.95106,connector,20,,"LINESTRING (-112.05763 33.44899,-112.05807 33.44986)",
,7088,354,3352,,,104.40639133329783,2,nan,94.95106,connector,20,,"LINESTRING (-112.05818 33.44982,-112.05773 33.44895)",
,7089,3353,96,,,87.63618944049996,2,nan,94.95106,connector,20,,"LINESTRING (-112.05736 33.44925,-112.05642 33.44937)",
,7090,96,3353,,,87.63618944049996,2,nan,94.95106,connector,20,,"LINESTRING (-112.05644 33.44946,-112.05737 33.44935)",
,7091,3354,354,,,66.14755842000565,2,nan,94.95106,connector,20,,"LINESTRING (-112.0575 33.44955,-112.05809 33.44988)",
,7092,354,3354,,,66.14755842000565,2,nan,94.95106,connector,20,,"LINESTRING (-112.05816 33.4498,-112.05756 33.44947)",
,7093,3355,1649,,,33.88177755214059,2,nan,94.95106,connector,20,,"LINESTRING (-112.05971 33.44806,-112.05983 33.44835)",
,7094,1649,3355,,,33.88177755214059,2,nan,94.95106,connector,20,,"LINESTRING (-112.05993 33.44832,-112.05981 33.44803)",
,7095,3356,1139,,,119.19696541481504,2,nan,94.95106,connector,20,,"LINESTRING (-112.05778 33.44867,-112.05895 33.44824)",
,7096,1139,3356,,,119.19696541481504,2,nan,94.95106,connector,20,,"LINESTRING (-112.05891 33.44815,-112.05773 33.44858)",
,7097,3357,1755,,,20.52139378487623,2,nan,94.95106,connector,20,,"LINESTRING (-112.08286 33.45905,-112.08264 33.45907)",
,7098,1755,3357,,,20.52139378487623,2,nan,94.95106,connector,20,,"LINESTRING (-112.08265 33.45916,-112.08287 33.45915)",
,7099,3358,1949,,,26.49211718255187,2,nan,94.95106,connector,20,,"LINESTRING (-112.07802 33.45845,-112.07812 33.45867)",
,7100,1949,3358,,,26.49211718255187,2,nan,94.95106,connector,20,,"LINESTRING (-112.07823 33.45864,-112.07813 33.45841)",
,7101,3359,1932,,,40.08754827185143,2,nan,94.95106,connector,20,,"LINESTRING (-112.08221 33.45903,-112.08217 33.45867)",
,7102,1932,3359,,,40.08754827185143,2,nan,94.95106,connector,20,,"LINESTRING (-112.08205 33.45868,-112.0821 33.45904)",
,7103,3360,1754,,,33.58125051061731,2,nan,94.95106,connector,20,,"LINESTRING (-112.08297 33.45814,-112.08261 33.45816)",
,7104,1754,3360,,,33.58125051061731,2,nan,94.95106,connector,20,,"LINESTRING (-112.08261 33.45825,-112.08297 33.45823)",
,7105,3361,1931,,,22.114593543603718,2,nan,94.95106,connector,20,,"LINESTRING (-112.08233 33.45886,-112.08227 33.45866)",
,7106,1931,3361,,,22.114593543603718,2,nan,94.95106,connector,20,,"LINESTRING (-112.08216 33.45869,-112.08222 33.45888)",
,7107,3362,427,,,24.654757208559992,2,nan,94.95106,connector,20,,"LINESTRING (-112.08281 33.45882,-112.08264 33.45865)",
,7108,427,3362,,,24.654757208559992,2,nan,94.95106,connector,20,,"LINESTRING (-112.08255 33.45871,-112.08272 33.45888)",
,7109,3363,169,,,62.21017816626833,2,nan,94.95106,connector,20,,"LINESTRING (-112.0461 33.45803,-112.04553 33.45773)",
,7110,169,3363,,,62.21017816626833,2,nan,94.95106,connector,20,,"LINESTRING (-112.04547 33.45781,-112.04604 33.45811)",
,7111,3364,339,,,49.55158170422555,2,nan,94.95106,connector,20,,"LINESTRING (-112.02987 33.45964,-112.03019 33.45999)",
,7112,339,3364,,,49.55158170422555,2,nan,94.95106,connector,20,,"LINESTRING (-112.03028 33.45993,-112.02996 33.45958)",
,7113,3365,337,,,28.557768298250725,2,nan,94.95106,connector,20,,"LINESTRING (-112.0305 33.45629,-112.0302 33.45636)",
,7114,337,3365,,,28.557768298250725,2,nan,94.95106,connector,20,,"LINESTRING (-112.03023 33.45646,-112.03053 33.45639)",
,7115,3366,2019,,,23.26352409629814,2,nan,94.95106,connector,20,,"LINESTRING (-112.02989 33.46021,-112.02977 33.46039)",
,7116,2019,3366,,,23.26352409629814,2,nan,94.95106,connector,20,,"LINESTRING (-112.02987 33.46044,-112.02999 33.46026)",
,7117,3367,1574,,,53.287806601013806,2,nan,94.95106,connector,20,,"LINESTRING (-112.03116 33.45745,-112.0313 33.45699)",
,7118,1574,3367,,,53.287806601013806,2,nan,94.95106,connector,20,,"LINESTRING (-112.03119 33.45696,-112.03105 33.45743)",
,7119,3368,339,,,32.556390426281595,2,nan,94.95106,connector,20,,"LINESTRING (-112.02988 33.45997,-112.03023 33.46001)",
,7120,339,3368,,,32.556390426281595,2,nan,94.95106,connector,20,,"LINESTRING (-112.03025 33.45991,-112.0299 33.45987)",
,7121,3369,1767,,,68.66600665143292,2,nan,94.95106,connector,20,,"LINESTRING (-112.03092 33.45935,-112.03026 33.45907)",
,7122,1767,3369,,,68.66600665143292,2,nan,94.95106,connector,20,,"LINESTRING (-112.03021 33.45915,-112.03087 33.45943)",
,7123,3370,1766,,,36.26685896036055,2,nan,94.95106,connector,20,,"LINESTRING (-112.03058 33.45787,-112.03021 33.45797)",
,7124,1766,3370,,,36.26685896036055,2,nan,94.95106,connector,20,,"LINESTRING (-112.03024 33.45806,-112.03061 33.45796)",
,7125,3371,1613,,,30.742837657609833,2,nan,94.95106,connector,20,,"LINESTRING (-112.03078 33.45887,-112.03092 33.45862)",
,7126,1613,3371,,,30.742837657609833,2,nan,94.95106,connector,20,,"LINESTRING (-112.03082 33.45857,-112.03068 33.45882)",
,7127,3372,1767,,,38.59206967816294,2,nan,94.95106,connector,20,,"LINESTRING (-112.02984 33.45923,-112.03024 33.45916)",
,7128,1767,3372,,,38.59206967816294,2,nan,94.95106,connector,20,,"LINESTRING (-112.03022 33.45907,-112.02981 33.45914)",
,7129,3373,410,,,51.62549286157853,2,nan,94.95106,connector,20,,"LINESTRING (-112.05938 33.45259,-112.05894 33.45287)",
,7130,410,3373,,,51.62549286157853,2,nan,94.95106,connector,20,,"LINESTRING (-112.059 33.45294,-112.05945 33.45267)",
,7131,3374,1100,,,47.487857001330404,2,nan,94.95106,connector,20,,"LINESTRING (-112.05958 33.45178,-112.05959 33.45135)",
,7132,1100,3374,,,47.487857001330404,2,nan,94.95106,connector,20,,"LINESTRING (-112.05948 33.45135,-112.05946 33.45178)",
,7133,3375,411,,,25.234555532470075,2,nan,94.95106,connector,20,,"LINESTRING (-112.05794 33.45269,-112.05778 33.45287)",
,7134,411,3375,,,25.234555532470075,2,nan,94.95106,connector,20,,"LINESTRING (-112.05787 33.45293,-112.05803 33.45275)",
,7135,3376,411,,,38.66020280869628,2,nan,94.95106,connector,20,,"LINESTRING (-112.05815 33.45268,-112.05779 33.45286)",
,7136,411,3376,,,38.66020280869628,2,nan,94.95106,connector,20,,"LINESTRING (-112.05785 33.45294,-112.05821 33.45276)",
,7137,3377,1785,,,92.65755553380293,2,nan,94.95106,connector,20,,"LINESTRING (-112.05847 33.45218,-112.05838 33.45135)",
,7138,1785,3377,,,92.65755553380293,2,nan,94.95106,connector,20,,"LINESTRING (-112.05827 33.45135,-112.05835 33.45219)",
,7139,3378,410,,,41.178124517888385,2,nan,94.95106,connector,20,,"LINESTRING (-112.05858 33.45271,-112.05893 33.45294)",
,7140,410,3378,,,41.178124517888385,2,nan,94.95106,connector,20,,"LINESTRING (-112.059 33.45287,-112.05865 33.45264)",
,7141,3379,411,,,66.78251497704665,2,nan,94.95106,connector,20,,"LINESTRING (-112.05796 33.45231,-112.05777 33.45289)",
,7142,411,3379,,,66.78251497704665,2,nan,94.95106,connector,20,,"LINESTRING (-112.05788 33.45291,-112.05807 33.45233)",
,7143,3380,410,,,89.98964771019268,2,nan,94.95106,connector,20,,"LINESTRING (-112.05849 33.4522,-112.05892 33.45292)",
,7144,410,3380,,,89.98964771019268,2,nan,94.95106,connector,20,,"LINESTRING (-112.05902 33.45288,-112.05859 33.45215)",
,7145,3381,411,,,53.82063841520993,2,nan,94.95106,connector,20,,"LINESTRING (-112.05795 33.45243,-112.05777 33.45289)",
,7146,411,3381,,,53.82063841520993,2,nan,94.95106,connector,20,,"LINESTRING (-112.05788 33.45292,-112.05806 33.45246)",
,7147,3382,410,,,85.29181047681905,2,nan,94.95106,connector,20,,"LINESTRING (-112.0586 33.4522,-112.05892 33.45292)",
,7148,410,3382,,,85.29181047681905,2,nan,94.95106,connector,20,,"LINESTRING (-112.05902 33.45289,-112.05871 33.45216)",
,7149,3383,411,,,39.593091180922855,2,nan,94.95106,connector,20,,"LINESTRING (-112.05796 33.45256,-112.05777 33.45288)",
,7150,411,3383,,,39.593091180922855,2,nan,94.95106,connector,20,,"LINESTRING (-112.05787 33.45292,-112.05806 33.4526)",
,7151,3384,410,,,74.1113052744733,2,nan,94.95106,connector,20,,"LINESTRING (-112.05846 33.45238,-112.05892 33.45293)",
,7152,410,3384,,,74.1113052744733,2,nan,94.95106,connector,20,,"LINESTRING (-112.05902 33.45288,-112.05856 33.45233)",
,7153,3385,410,,,68.2256195251169,2,nan,94.95106,connector,20,,"LINESTRING (-112.05865 33.45235,-112.05892 33.45292)",
,7154,410,3385,,,68.2256195251169,2,nan,94.95106,connector,20,,"LINESTRING (-112.05902 33.45289,-112.05875 33.45231)",
,7155,3386,1100,,,27.665936664712987,2,nan,94.95106,connector,20,,"LINESTRING (-112.0594 33.45158,-112.05958 33.45138)",
,7156,1100,3386,,,27.665936664712987,2,nan,94.95106,connector,20,,"LINESTRING (-112.05949 33.45132,-112.05931 33.45152)",
,7157,3387,602,,,71.40195068496926,2,nan,94.95106,connector,20,,"LINESTRING (-112.0703 33.44562,-112.06999 33.44503)",
,7158,602,3387,,,71.40195068496926,2,nan,94.95106,connector,20,,"LINESTRING (-112.06989 33.44507,-112.0702 33.44566)",
,7159,3388,782,,,47.90404559627438,2,nan,94.95106,connector,20,,"LINESTRING (-112.06935 33.45829,-112.06907 33.45865)",
,7160,782,3388,,,47.90404559627438,2,nan,94.95106,connector,20,,"LINESTRING (-112.06916 33.4587,-112.06944 33.45834)",
,7161,3389,905,,,69.02590528256002,2,nan,94.95106,connector,20,,"LINESTRING (-112.03969 33.44859,-112.03902 33.44832)",
,7162,905,3389,,,69.02590528256002,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.44841,-112.03964 33.44868)",
,7163,3390,905,,,46.02267880751896,2,nan,94.95106,connector,20,,"LINESTRING (-112.03938 33.44864,-112.03904 33.44833)",
,7164,905,3390,,,46.02267880751896,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.03929 33.4487)",
,7165,3391,905,,,53.57704306079613,2,nan,94.95106,connector,20,,"LINESTRING (-112.03948 33.44864,-112.03903 33.44833)",
,7166,905,3391,,,53.57704306079613,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.0394 33.44871)",
,7167,3392,905,,,47.354904110553946,2,nan,94.95106,connector,20,,"LINESTRING (-112.03941 33.44861,-112.03904 33.44833)",
,7168,905,3392,,,47.354904110553946,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.03934 33.44868)",
,7169,3393,905,,,52.12149447544854,2,nan,94.95106,connector,20,,"LINESTRING (-112.0395 33.44858,-112.03903 33.44832)",
,7170,905,3393,,,52.12149447544854,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.4484,-112.03944 33.44866)",
,7171,3394,905,,,55.25989549436825,2,nan,94.95106,connector,20,,"LINESTRING (-112.03954 33.44857,-112.03903 33.44832)",
,7172,905,3394,,,55.25989549436825,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.4484,-112.03949 33.44865)",
,7173,3395,905,,,52.04593934142268,2,nan,94.95106,connector,20,,"LINESTRING (-112.03944 33.44866,-112.03904 33.44833)",
,7174,905,3395,,,52.04593934142268,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.03936 33.44872)",
,7175,3396,905,,,71.15137717321127,2,nan,94.95106,connector,20,,"LINESTRING (-112.03973 33.44855,-112.03902 33.44832)",
,7176,905,3396,,,71.15137717321127,2,nan,94.95106,connector,20,,"LINESTRING (-112.03898 33.44841,-112.03969 33.44864)",
,7177,3397,905,,,55.87266736458361,2,nan,94.95106,connector,20,,"LINESTRING (-112.03952 33.44862,-112.03903 33.44833)",
,7178,905,3397,,,55.87266736458361,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.03945 33.4487)",
,7179,3398,905,,,61.9176388175587,2,nan,94.95106,connector,20,,"LINESTRING (-112.0396 33.4486,-112.03903 33.44832)",
,7180,905,3398,,,61.9176388175587,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.4484,-112.03955 33.44869)",
,7181,3399,905,,,50.73997067665387,2,nan,94.95106,connector,20,,"LINESTRING (-112.0394 33.44867,-112.03904 33.44833)",
,7182,905,3399,,,50.73997067665387,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.44839,-112.03932 33.44874)",
,7183,3400,905,,,66.65181600159521,2,nan,94.95106,connector,20,,"LINESTRING (-112.03968 33.44855,-112.03902 33.44832)",
,7184,905,3400,,,66.65181600159521,2,nan,94.95106,connector,20,,"LINESTRING (-112.03898 33.44841,-112.03964 33.44863)",
,7185,3401,905,,,49.581149812076,2,nan,94.95106,connector,20,,"LINESTRING (-112.03946 33.4486,-112.03903 33.44833)",
,7186,905,3401,,,49.581149812076,2,nan,94.95106,connector,20,,"LINESTRING (-112.03896 33.4484,-112.03939 33.44867)",
,7187,3402,905,,,58.810391505588974,2,nan,94.95106,connector,20,,"LINESTRING (-112.03959 33.44856,-112.03902 33.44832)",
,7188,905,3402,,,58.810391505588974,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.44841,-112.03954 33.44864)",
,7189,3403,905,,,62.56987122838231,2,nan,94.95106,connector,20,,"LINESTRING (-112.03964 33.44855,-112.03902 33.44832)",
,7190,905,3403,,,62.56987122838231,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.44841,-112.03959 33.44864)",
,7191,3404,905,,,65.2893604890336,2,nan,94.95106,connector,20,,"LINESTRING (-112.03964 33.4486,-112.03902 33.44832)",
,7192,905,3404,,,65.2893604890336,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.44841,-112.03959 33.44868)",
,7193,3405,905,,,58.75780966527651,2,nan,94.95106,connector,20,,"LINESTRING (-112.03956 33.44861,-112.03903 33.44832)",
,7194,905,3405,,,58.75780966527651,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.4484,-112.0395 33.44869)",
,7195,3406,905,,,72.75296095888501,2,nan,94.95106,connector,20,,"LINESTRING (-112.03973 33.4486,-112.03902 33.44832)",
,7196,905,3406,,,72.75296095888501,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.44841,-112.03969 33.44868)",
,7197,3407,905,,,99.80781500765909,2,nan,94.95106,connector,20,,"LINESTRING (-112.03995 33.44878,-112.03903 33.44832)",
,7198,905,3407,,,99.80781500765909,2,nan,94.95106,connector,20,,"LINESTRING (-112.03897 33.4484,-112.03989 33.44887)",
,7199,3408,1225,,,48.038522231266754,2,nan,94.95106,connector,20,,"LINESTRING (-112.05592 33.44881,-112.05642 33.44892)",
,7200,1225,3408,,,48.038522231266754,2,nan,94.95106,connector,20,,"LINESTRING (-112.05645 33.44883,-112.05595 33.44872)",
,7201,3409,1648,,,33.004393857117115,2,nan,94.95106,connector,20,,"LINESTRING (-112.05527 33.4486,-112.05518 33.44832)",
,7202,1648,3409,,,33.004393857117115,2,nan,94.95106,connector,20,,"LINESTRING (-112.05507 33.44834,-112.05516 33.44863)",
,7203,3410,1203,,,50.61552790697979,2,nan,94.95106,connector,20,,"LINESTRING (-112.0386 33.44877,-112.03806 33.44884)",
,7204,1203,3410,,,50.61552790697979,2,nan,94.95106,connector,20,,"LINESTRING (-112.03808 33.44894,-112.03861 33.44887)",
,7205,3411,906,,,83.77415841781736,2,nan,94.95106,connector,20,,"LINESTRING (-112.0404 33.44867,-112.04125 33.4484)",
,7206,906,3411,,,83.77415841781736,2,nan,94.95106,connector,20,,"LINESTRING (-112.04121 33.44831,-112.04036 33.44858)",
,7207,3412,1199,,,21.959496668999453,2,nan,94.95106,connector,20,,"LINESTRING (-112.05097 33.44849,-112.05086 33.44831)",
