,name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
2379,East Washington Street,2401,305217802.0,1364,5875,1,40.93450800888898,5,39,,primary,3,"LINESTRING (-112.0361067 33.448352, -112.0364224 33.448353, -112.0365479 33.4483535)",auto,0
2380,East Jefferson Street,2402,305217804.0,1137,5877,1,115.1370286803669,3,39,,primary,3,"LINESTRING (-112.035846 33.4472231, -112.0357605 33.447227, -112.0355638 33.4472359, -112.0352333 33.4472404, -112.0347266 33.4472299, -112.0346057 33.4472271)",auto,0
2383,East Jefferson Street,2405,305218631.0,1172,5888,1,84.82370516054984,1,39,,primary,3,"LINESTRING (-112.0389981 33.4473392, -112.0382192 33.4473644, -112.0380845 33.4473677)",auto,0
2384,East Jefferson Street,2406,305218632.0,1493,5877,1,114.73887879836128,1,39,,primary,3,"LINESTRING (-112.0358427 33.4473606, -112.0348992 33.4473474, -112.0347286 33.447345, -112.0346062 33.4473433)",auto,0
2385,East Washington Street,2407,305218633.0,5881,911,1,200.5843219560693,3,39,,primary,3,"LINESTRING (-112.05208 33.4483363, -112.0521992 33.4483358, -112.0526434 33.4483355, -112.0527182 33.4483354, -112.053149 33.448335, -112.0542419 33.4483261)",auto,0
2388,East Washington Street,2410,305218634.0,1191,5879,1,187.05235542723256,1,39,,primary,3,"LINESTRING (-112.0413851 33.4482153, -112.0417859 33.4482153, -112.0424176 33.4482153, -112.0432828 33.4482153, -112.0434012 33.4482153)",auto,0
2389,East Washington Street,2411,305218635.0,1194,1190,1,86.19208056983832,1,39,,primary,3,"LINESTRING (-112.038064 33.4482173, -112.0382158 33.448217, -112.038993 33.4482179)",auto,0
2390,East Washington Street,2412,305218636.0,1184,5875,1,63.582040024842975,1,39,,primary,3,"LINESTRING (-112.0358658 33.4482005, -112.0364131 33.4481988, -112.0365511 33.4481986)",auto,0
2391,East Jefferson Street,2413,305218637.0,1817,5876,1,113.1029517371326,1,39,,primary,3,"LINESTRING (-112.0377873 33.4473673, -112.0368745 33.4473666, -112.0365683 33.4473708)",auto,0
2392,East Jefferson Street,2414,305219569.0,5878,1129,1,29.82812876856315,1,39,,primary,3,"LINESTRING (-112.0301892 33.4472799, -112.0300244 33.4472871, -112.029868 33.4472833)",auto,0
2393,East Jefferson Street,2415,305219570.0,5878,1127,1,17.229692954017438,3,39,,primary,3,"LINESTRING (-112.0301847 33.4471217, -112.029999 33.4471207)",auto,0
2394,South 22nd Street,2416,305219571.0,5874,5877,1,94.69574187379894,1,29,,residential,6,"LINESTRING (-112.0346105 33.4481949, -112.0346116 33.4481263, -112.0346094 33.4478234, -112.0346092 33.447791, -112.0346076 33.4475609, -112.0346065 33.4474101, -112.0346062 33.4473433)",auto,1
2395,South 22nd Street,2417,305219571.0,5877,5874,1,94.69574187379897,1,29,,residential,6,"LINESTRING (-112.0346062 33.4473433, -112.0346065 33.4474101, -112.0346076 33.4475609, -112.0346092 33.447791, -112.0346094 33.4478234, -112.0346116 33.4481263, -112.0346105 33.4481949)",auto,1
2396,East Washington Street,2418,305219572.0,5874,1824,1,74.27131644660412,3,39,,primary,3,"LINESTRING (-112.0346079 33.4483459, -112.0347272 33.4483459, -112.0351069 33.4483487, -112.0354084 33.4483497)",auto,0
2397,East Washington Street,2419,305219573.0,5874,1184,1,116.46761665240616,1,39,,primary,3,"LINESTRING (-112.0346105 33.4481949, -112.0347293 33.4481951, -112.035211 33.4481974, -112.0358658 33.4482005)",auto,0
2398,East Washington Street,2420,305219575.0,5896,1177,1,207.7125053307591,1,39,,primary,3,"LINESTRING (-112.0301869 33.4481683, -112.0303459 33.4481769, -112.0305549 33.4481869, -112.031454 33.4481917, -112.0322543 33.4481878, -112.0324249 33.4481919)",auto,0
2400,East Washington Street,2422,305219575.0,1181,5874,1,185.1533559290744,1,39,,primary,3,"LINESTRING (-112.0326149 33.4481944, -112.0328012 33.4481962, -112.0339581 33.4481983, -112.0344958 33.4481948, -112.0346105 33.4481949)",auto,0
2401,East Washington Street,2423,305219577.0,1996,5896,1,32.14185045733304,1,39,,primary,3,"LINESTRING (-112.0298409 33.4481543, -112.0300211 33.4481598, -112.0301869 33.4481683)",auto,0
2402,East Jefferson Street,2424,305219578.0,1152,5878,1,96.79821922990963,4,39,,primary,3,"LINESTRING (-112.0312276 33.4471457, -112.0310895 33.4471423, -112.0303643 33.4471246, -112.0301847 33.4471217)",auto,0
2403,East Jefferson Street,2425,305219810.0,5877,1164,1,203.35836096014876,1,39,,primary,3,"LINESTRING (-112.0346062 33.4473433, -112.0344959 33.4473416, -112.0335233 33.4473263, -112.0324148 33.4473072)",auto,0
2406,South 24th Street,2430,305219812.0,5896,1821,1,15.42283753547086,3,35,,secondary,4,"LINESTRING (-112.0301869 33.4481683, -112.0301872 33.4481049, -112.0301875 33.4480296)",auto,1
2407,South 24th Street,2431,305219812.0,1821,5896,1,15.42283753547086,3,35,,secondary,4,"LINESTRING (-112.0301875 33.4480296, -112.0301872 33.4481049, -112.0301869 33.4481683)",auto,1
2408,South 16th Street,2434,305220076.0,5899,5886,1,100.77008484388828,3,39,,secondary,4,"LINESTRING (-112.0477833 33.4482133, -112.0477847 33.4481518, -112.0477802 33.447904, -112.0477794 33.4477733, -112.0477695 33.4473791, -112.0477675 33.4473072)",auto,1
2409,South 16th Street,2435,305220076.0,5886,5899,1,100.77008484388828,3,39,,secondary,4,"LINESTRING (-112.0477675 33.4473072, -112.0477695 33.4473791, -112.0477794 33.4477733, -112.0477802 33.447904, -112.0477847 33.4481518, -112.0477833 33.4482133)",auto,1
2410,East Jefferson Street,2436,305220077.0,5886,1169,1,204.04234000652244,1,39,,primary,3,"LINESTRING (-112.0477675 33.4473072, -112.0475561 33.4473072, -112.0474411 33.4473108, -112.0459789 33.4473163, -112.0455684 33.4473178)",auto,0
2412,East Jefferson Street,2438,305220077.0,1165,5887,1,170.67883814889163,1,39,,primary,3,"LINESTRING (-112.0452395 33.447311, -112.0435274 33.4473133, -112.0433999 33.4473136)",auto,0
2413,East Washington Street,2439,305220078.0,5899,5880,1,197.87146076057735,1,39,,primary,3,"LINESTRING (-112.0477833 33.4482133, -112.0479475 33.448213, -112.0485524 33.448213, -112.0488965 33.448213, -112.0492325 33.4482131, -112.0498028 33.4482131, -112.049916 33.4482118)",auto,0
2414,East Washington Street,2440,305220079.0,5879,1193,1,201.3497858838267,1,39,,primary,3,"LINESTRING (-112.0434012 33.4482153, -112.0435156 33.4482164, -112.0444821 33.4482259, -112.0455713 33.4482195)",auto,0
2417,South 18th Street,2443,305220081.0,5879,5887,1,100.265365239986,1,29,,residential,6,"LINESTRING (-112.0434012 33.4482153, -112.0434022 33.4481563, -112.0434011 33.4477626, -112.0434001 33.4473762, -112.0433999 33.4473136)",auto,1
2418,South 18th Street,2444,305220081.0,5887,5879,1,100.265365239986,1,29,,residential,6,"LINESTRING (-112.0433999 33.4473136, -112.0434001 33.4473762, -112.0434011 33.4477626, -112.0434022 33.4481563, -112.0434012 33.4482153)",auto,1
2419,East Jefferson Street,2445,305220083.0,5887,1166,1,107.8668456798744,1,39,,primary,3,"LINESTRING (-112.0433999 33.4473136, -112.0432926 33.4473134, -112.0425092 33.4473116, -112.0424632 33.4473115, -112.0422373 33.4473123)",auto,0
2422,South 16th Street,2448,305220084.0,5886,183,1,53.70339356679615,2,39,,secondary,4,"LINESTRING (-112.0477636 33.4471682, -112.0478392 33.4470827, -112.0478432 33.446706)",auto,0
2423,South 18th Street,2453,305220086.0,5887,186,1,110.80587147097648,1,29,,residential,6,"LINESTRING (-112.0433978 33.4471722, -112.0433976 33.4470817, -112.0433969 33.4466626, -112.0433963 33.4463543, -112.043396 33.4461757)",auto,1
2424,South 18th Street,2454,305220086.0,186,5887,1,110.80587147097648,1,29,,residential,6,"LINESTRING (-112.043396 33.4461757, -112.0433963 33.4463543, -112.0433969 33.4466626, -112.0433976 33.4470817, -112.0433978 33.4471722)",auto,1
2438,South 16th Street,2468,305220684.0,1495,5886,1,54.32132895089474,3,39,,secondary,4,"LINESTRING (-112.0476937 33.4466972, -112.0476937 33.4470799, -112.0477636 33.4471682)",auto,0
2439,East Washington Street,2469,305222932.0,917,1195,1,44.06410989916876,3,39,,primary,3,"LINESTRING (-112.0712581 33.4482408, -112.0713824 33.4482375, -112.0717322 33.4482181)",auto,0
2440,East Washington Street,2470,305222932.0,1195,918,1,76.9039321480233,3,39,,primary,3,"LINESTRING (-112.0717322 33.4482181, -112.0719877 33.4482039, -112.0720647 33.4482028, -112.0724412 33.4481932, -112.0725603 33.4481907)",auto,0
2441,East Washington Street,2471,305222932.0,918,1895,1,78.28370997057038,3,39,,primary,3,"LINESTRING (-112.0725603 33.4481907, -112.0727364 33.4481869, -112.073404 33.4481887)",auto,0
2442,South 12th Street,2472,305222934.0,5898,5884,1,99.26070420149584,1,25,,residential,6,"LINESTRING (-112.0564328 33.4481694, -112.0564319 33.4481031, -112.0564354 33.4478428, -112.0564383 33.447657, -112.0564442 33.4473229, -112.056444 33.4472768)",auto,1
2443,South 12th Street,2473,305222934.0,5884,5898,1,99.26070420149584,1,25,,residential,6,"LINESTRING (-112.056444 33.4472768, -112.0564442 33.4473229, -112.0564383 33.447657, -112.0564354 33.4478428, -112.0564319 33.4481031, -112.0564328 33.4481694)",auto,1
2444,East Washington Street,2476,305222937.0,5898,1139,1,231.83614401218307,1,39,,primary,3,"LINESTRING (-112.0564328 33.4481694, -112.0565669 33.4481689, -112.0575257 33.4481707, -112.0578359 33.4481707, -112.0587369 33.4481974, -112.0588742 33.4481966, -112.058931 33.4481977)",auto,0
2447,East Washington Street,2479,305222937.0,1182,5897,1,250.36877716058265,1,39,,primary,3,"LINESTRING (-112.0594018 33.4482013, -112.0599895 33.4481983, -112.0611187 33.4481944, -112.0620054 33.4481925, -112.0621003 33.448194)",auto,0
2448,East Jefferson Street,2480,305222938.0,5885,1646,1,163.8926952064987,1,39,,primary,3,"LINESTRING (-112.0520801 33.4472927, -112.0519701 33.4472923, -112.0516321 33.4472912, -112.0503137 33.4473014)",auto,0
2450,South 7th Street,2484,305222943.0,5903,1454,1,6.548266717380103,3,35,,primary,3,"LINESTRING (-112.0651964 33.4471005, -112.0651925 33.4470417)",auto,0
2453,East Washington Street,2487,305222945.0,5881,1178,1,200.88918731192848,1,39,,primary,3,"LINESTRING (-112.0520793 33.4482024, -112.0521948 33.4482019, -112.0525094 33.4482004, -112.0533177 33.4481964, -112.0537526 33.4481943, -112.0542445 33.4481919)",auto,0
2455,East Washington Street,2489,305222945.0,1176,5898,1,174.38462258660493,1,39,,primary,3,"LINESTRING (-112.0545534 33.4481898, -112.0563273 33.4481698, -112.0564328 33.4481694)",auto,0
2456,East Jefferson Street,2490,305222947.0,5865,1133,1,116.50367169760057,1,39,,primary,3,"LINESTRING (-112.0620981 33.4471007, -112.061989 33.4471006, -112.0618278 33.4471002, -112.0614659 33.447094, -112.0611935 33.447089, -112.0609636 33.447086, -112.0608427 33.4470815)",auto,0
2458,East Washington Street,2492,305222949.0,5880,1187,1,18.132221394694536,1,39,,primary,3,"LINESTRING (-112.049916 33.4482118, -112.0500396 33.4482104, -112.0501114 33.4482089)",auto,0
2459,East Washington Street,2493,305222949.0,1187,5881,1,182.58185463325665,1,39,,primary,3,"LINESTRING (-112.0501114 33.4482089, -112.0519677 33.4482029, -112.0520793 33.4482024)",auto,0
2465,South 14th Street,2499,305222952.0,5881,5885,1,101.15451869140192,1,25,,residential,6,"LINESTRING (-112.0520793 33.4482024, -112.052079 33.448136, -112.0520799 33.4477467, -112.0520808 33.4473605, -112.0520801 33.4472927)",auto,1
2466,South 14th Street,2500,305222952.0,5885,5881,1,101.15451869140192,1,25,,residential,6,"LINESTRING (-112.0520801 33.4472927, -112.0520808 33.4473605, -112.0520799 33.4477467, -112.052079 33.448136, -112.0520793 33.4482024)",auto,1
2467,East Jefferson Street,2501,305222953.0,5873,1162,1,17.4864599456354,1,39,,primary,3,"LINESTRING (-112.0499235 33.4473025, -112.049827 33.4473016, -112.0497351 33.4472987)",auto,0
2469,South 15th Street,2503,305222954.0,5873,5880,1,101.11298268386857,1,29,,residential,6,"LINESTRING (-112.0499235 33.4473025, -112.0499231 33.4473651, -112.0499205 33.4477499, -112.0499178 33.4481474, -112.049916 33.4482118)",auto,1
2470,South 15th Street,2504,305222954.0,5880,5873,1,101.11298268386857,1,29,,residential,6,"LINESTRING (-112.049916 33.4482118, -112.0499178 33.4481474, -112.0499205 33.4477499, -112.0499231 33.4473651, -112.0499235 33.4473025)",auto,1
2471,East Jefferson Street,2505,305222955.0,5884,1159,1,204.19257295755264,1,39,,primary,3,"LINESTRING (-112.056444 33.4472768, -112.0563053 33.4472777, -112.0557586 33.4472775, -112.0554615 33.4472786, -112.0552588 33.4472793, -112.0542432 33.4472829)",auto,0
2473,East Jefferson Street,2507,305222955.0,1158,5885,1,167.37476148311023,1,39,,primary,3,"LINESTRING (-112.053884 33.4472829, -112.0532948 33.4472818, -112.0521993 33.4472933, -112.0520801 33.4472927)",auto,0
2474,South 9th Street,2508,305224929.0,5865,181,1,164.1136887671656,1,25,,residential,6,"LINESTRING (-112.0620981 33.4471007, -112.0620974 33.4470208, -112.0620972 33.4469145, -112.062099 33.4464549, -112.0620998 33.4462665, -112.0621017 33.4458055, -112.0621025 33.4456248)",auto,1
2475,South 9th Street,2509,305224929.0,181,5865,1,164.1136887671656,1,25,,residential,6,"LINESTRING (-112.0621025 33.4456248, -112.0621017 33.4458055, -112.0620998 33.4462665, -112.062099 33.4464549, -112.0620972 33.4469145, -112.0620974 33.4470208, -112.0620981 33.4471007)",auto,1
2478,South 9th Street,2512,305224930.0,5897,5865,1,108.89417318672132,1,29,,residential,6,"LINESTRING (-112.0621003 33.448194, -112.0621007 33.4481328, -112.0621016 33.4480531, -112.062101 33.447784, -112.0621008 33.4476664, -112.0621001 33.4473201, -112.0620991 33.4472147)",auto,1
2479,South 9th Street,2513,305224930.0,5865,5897,1,108.89417318672132,1,29,,residential,6,"LINESTRING (-112.0620991 33.4472147, -112.0621001 33.4473201, -112.0621008 33.4476664, -112.062101 33.447784, -112.0621016 33.4480531, -112.0621007 33.4481328, -112.0621003 33.448194)",auto,1
2481,North 9th Street,2517,305224933.0,5897,1084,1,52.22877669404628,1,29,,residential,6,"LINESTRING (-112.062098 33.4483394, -112.0620972 33.4484374, -112.0620966 33.4485828, -112.0620956 33.4488091)",auto,1
2482,North 9th Street,2518,305224933.0,1084,5897,1,52.22877669404627,1,29,,residential,6,"LINESTRING (-112.0620956 33.4488091, -112.0620966 33.4485828, -112.0620972 33.4484374, -112.062098 33.4483394)",auto,1
2483,East Washington Street,2519,305224934.0,5897,915,1,145.4886542909161,1,39,,primary,3,"LINESTRING (-112.0621003 33.448194, -112.0622097 33.4481942, -112.0631628 33.4482014, -112.0633111 33.4482099, -112.063665 33.4482486)",auto,0
2486,West Van Buren Street,2524,311520370.0,1387,5869,1,51.88102327063443,3,39,,secondary,4,"LINESTRING (-112.1091334 33.4511427, -112.1086902 33.4511418, -112.1085742 33.4511409)",auto,0
2498,North 16th Street,2536,312362788.0,1503,10,1,9.591146094402708,3,35,,secondary,4,"LINESTRING (-112.0477786 33.461659, -112.0477749 33.4615728)",auto,0
2499,North 16th Street,2537,312362788.0,10,1899,1,21.114225766465648,3,35,,secondary,4,"LINESTRING (-112.0477749 33.4615728, -112.0477714 33.461477, -112.0477681 33.461383)",auto,0
2523,West Van Buren Street,2561,324034731.0,963,959,1,8.619139057689186,2,39,,secondary,4,"LINESTRING (-112.0751893 33.4514007, -112.0750964 33.4514001)",auto,1
2524,West Van Buren Street,2562,324034731.0,959,963,1,8.619139057689186,2,39,,secondary,4,"LINESTRING (-112.0750964 33.4514001, -112.0751893 33.4514007)",auto,1
2527,North Central Avenue,2565,324430258.0,5882,1673,1,137.26461890391803,2,39,,primary,3,"LINESTRING (-112.0738291 33.4524156, -112.073824 33.452532, -112.0738034 33.4534325, -112.0738028 33.4535024, -112.0738011 33.4536498)",auto,0
2528,North Central Avenue,2566,324430259.0,925,1206,1,41.845476186046085,2,39,,primary,3,"LINESTRING (-112.0738317 33.4513869, -112.0738329 33.451535, -112.0738367 33.4517632)",auto,0
2529,South 7th Street,2568,324626233.0,5903,1618,1,15.312219146688664,3,35,,primary,3,"LINESTRING (-112.0649927 33.4472134, -112.0649913 33.4473282, -112.0649914 33.4473511)",auto,0
2540,North 1st Street,2579,324630647.0,161,119,1,115.91979447756358,1,29,,residential,6,"LINESTRING (-112.0725489 33.4576393, -112.0725513 33.4580561, -112.0725587 33.4581415, -112.0725646 33.4582441, -112.0725702 33.4585755, -112.0725722 33.4586814)",auto,1
2541,North 1st Street,2580,324630647.0,119,161,1,115.91979447756358,1,29,,residential,6,"LINESTRING (-112.0725722 33.4586814, -112.0725702 33.4585755, -112.0725646 33.4582441, -112.0725587 33.4581415, -112.0725513 33.4580561, -112.0725489 33.4576393)",auto,1
2542,North 1st Street,2581,324630647.0,119,162,1,148.30170060060476,1,29,,residential,6,"LINESTRING (-112.0725722 33.4586814, -112.0725691 33.45879, -112.0725655 33.4590174, -112.072567 33.4591361, -112.0725478 33.4595078, -112.072551 33.4600147)",auto,1
2543,North 1st Street,2582,324630647.0,162,119,1,148.30170060060476,1,29,,residential,6,"LINESTRING (-112.072551 33.4600147, -112.0725478 33.4595078, -112.072567 33.4591361, -112.0725655 33.4590174, -112.0725691 33.45879, -112.0725722 33.4586814)",auto,1
2546,North 1st Street,2585,324630648.0,155,1221,1,45.43438130782066,1,29,,residential,6,"LINESTRING (-112.0725514 33.4513806, -112.0725508 33.4514885, -112.0725506 33.4517892)",auto,1
2547,North 1st Street,2586,324630648.0,1221,155,1,45.43438130782066,1,29,,residential,6,"LINESTRING (-112.0725506 33.4517892, -112.0725508 33.4514885, -112.0725514 33.4513806)",auto,1
2558,North Central Avenue,2597,324630650.0,930,931,1,110.15070676238574,2,39,,primary,3,"LINESTRING (-112.0737937 33.4566547, -112.0737935 33.4566697, -112.0737926 33.4567737, -112.0737889 33.4576453)",auto,0
2560,South 3rd Avenue,2599,324630651.0,494,1292,1,124.29633053801254,1,29,,residential,6,"LINESTRING (-112.0776931 33.4471253, -112.077691 33.4472582, -112.0777076 33.4481164, -112.077708 33.448243)",auto,0
2561,West Jefferson Street,2600,324630653.0,494,1633,1,166.59940274444034,3,39,,secondary,4,"LINESTRING (-112.0776931 33.4471253, -112.0776063 33.4471253, -112.0772939 33.4471285, -112.0766099 33.4471356, -112.0765656 33.4471361, -112.0762872 33.447139, -112.0758976 33.4471429)",auto,0
2562,West Jefferson Street,2601,324630654.0,1278,1279,1,219.82234555723,5,25,,secondary,4,"LINESTRING (-112.082562 33.4470999, -112.0823861 33.4470991, -112.0814566 33.447111, -112.0801929 33.4471214)",auto,0
2563,North 17th Avenue,2602,325145904.0,1915,511,1,61.38307217637266,1,25,,secondary,4,"LINESTRING (-112.0958474 33.4497173, -112.095848 33.4497839, -112.0958493 33.449914, -112.0958533 33.4501802, -112.0958523 33.4502693)",auto,1
2564,North 17th Avenue,2603,325145904.0,511,1915,1,61.38307217637266,1,25,,secondary,4,"LINESTRING (-112.0958523 33.4502693, -112.0958533 33.4501802, -112.0958493 33.449914, -112.095848 33.4497839, -112.0958474 33.4497173)",auto,1
2565,North 3rd Avenue,2604,325145910.0,149,1054,1,69.380936239303,2,29,,tertiary,5,"LINESTRING (-112.0777574 33.4586516, -112.0777687 33.4587435, -112.0777957 33.4589631, -112.0777939 33.4591804, -112.0777917 33.4592739)",auto,0
2570,North 3rd Avenue,2609,325145919.0,795,1312,1,55.5606753860026,2,29,,tertiary,5,"LINESTRING (-112.0779157 33.4616656, -112.0779927 33.4618971, -112.0780213 33.46198, -112.0781046 33.4621386)",auto,0
2571,North Central Avenue,2610,325145926.0,932,967,1,150.3769516283047,2,39,,primary,3,"LINESTRING (-112.0737978 33.4586538, -112.0737978 33.4587788, -112.0738008 33.4591512, -112.0737849 33.459619, -112.0737822 33.4597796, -112.0737786 33.4598327, -112.0737669 33.4600056)",auto,0
2575,South 17th Avenue,2614,325145952.0,217,1719,1,76.03585295942224,1,39,,secondary,4,"LINESTRING (-112.0958205 33.4470008, -112.0958193 33.4469027, -112.0958184 33.446474, -112.0958177 33.446317)",auto,1
2576,South 17th Avenue,2615,325145952.0,1719,217,1,76.03585295942223,1,39,,secondary,4,"LINESTRING (-112.0958177 33.446317, -112.0958184 33.446474, -112.0958193 33.4469027, -112.0958205 33.4470008)",auto,1
2588,West Van Buren Street,2627,325145990.0,588,1395,1,108.19153922142458,2,39,,secondary,4,"LINESTRING (-112.0801764 33.4514138, -112.080298 33.4514168, -112.0813425 33.4514136)",auto,1
2589,West Van Buren Street,2628,325145990.0,1395,588,1,108.19153922142458,2,39,,secondary,4,"LINESTRING (-112.0813425 33.4514136, -112.080298 33.4514168, -112.0801764 33.4514138)",auto,1
2597,East Van Buren Street,2637,325641365.0,5871,1716,1,168.73120868859144,2,25,,secondary,4,"LINESTRING (-112.0674961 33.4514287, -112.0676092 33.4514292, -112.0680229 33.4514312, -112.0681226 33.4514317, -112.068411 33.4514402, -112.0693146 33.4514432)",auto,0
2599,North 1st Avenue,2639,325641369.0,963,5870,1,119.59646469902532,1,39,,primary,3,"LINESTRING (-112.0751893 33.4514007, -112.0750984 33.4513167, -112.0750553 33.4512766, -112.0750545 33.4511871, -112.0750509 33.4509168, -112.0750494 33.4504581, -112.0750491 33.4503681)",auto,0
2601,North 1st Avenue,2641,325641371.0,1992,963,1,27.37619723949169,3,39,,primary,3,"LINESTRING (-112.0751891 33.4516469, -112.0751892 33.451529, -112.0751893 33.4514007)",auto,0
2602,North 1st Avenue,2642,325641372.0,963,1676,1,51.72818394433468,3,39,,primary,3,"LINESTRING (-112.0751893 33.4514007, -112.0751888 33.4512709, -112.0751892 33.4511821, -112.0751901 33.4509519, -112.0751902 33.4509355)",auto,0
2609,South 3rd Street,2650,325755182.0,953,602,1,151.2466099147839,3,29,,residential,6,"LINESTRING (-112.0699552 33.4464123, -112.0699545 33.4463052, -112.0699542 33.4462536, -112.0699374 33.4451489, -112.0699366 33.4450522)",auto,0
2616,East Jefferson Street,2657,325837712.0,5886,939,1,50.6035025811446,3,39,,primary,3,"LINESTRING (-112.0477636 33.4471682, -112.0475642 33.4471699, -112.0472182 33.4471706)",auto,0
2629,East Van Buren Street,2670,325837715.0,1337,683,1,47.26936597754869,2,39,,secondary,4,"LINESTRING (-112.0537146 33.4513767, -112.054152 33.4513771, -112.0542241 33.4513772)",auto,1
2630,East Van Buren Street,2671,325837715.0,683,1337,1,47.26936597754869,2,39,,secondary,4,"LINESTRING (-112.0542241 33.4513772, -112.054152 33.4513771, -112.0537146 33.4513767)",auto,1
2631,East Van Buren Street,2672,325837715.0,683,1268,1,49.95662251710937,2,39,,secondary,4,"LINESTRING (-112.0542241 33.4513772, -112.0547625 33.4513702)",auto,1
2632,East Van Buren Street,2673,325837715.0,1268,683,1,49.95662251710937,2,39,,secondary,4,"LINESTRING (-112.0547625 33.4513702, -112.0542241 33.4513772)",auto,1
2639,East Washington Street,2680,325837717.0,5898,912,1,237.0814598322884,3,39,,primary,3,"LINESTRING (-112.0564349 33.4483148, -112.0565679 33.4483145, -112.0569397 33.4483157, -112.0579742 33.448314, -112.0580403 33.448314, -112.0583315 33.4483213, -112.0589898 33.4483377)",auto,0
2640,North 11th Street,2681,325837718.0,448,410,1,172.94069401154653,1,30,,tertiary,5,"LINESTRING (-112.0589805 33.4513481, -112.0589776 33.4514591, -112.0589751 33.4515316, -112.0589744 33.4516723, -112.058974 33.4517693, -112.0589721 33.4520148, -112.0589704 33.4522412, -112.0589728 33.4523774, -112.0589719 33.452493, -112.0589688 33.4529033)",auto,1
2641,North 11th Street,2682,325837718.0,410,448,1,172.94069401154655,1,30,,tertiary,5,"LINESTRING (-112.0589688 33.4529033, -112.0589719 33.452493, -112.0589728 33.4523774, -112.0589704 33.4522412, -112.0589721 33.4520148, -112.058974 33.4517693, -112.0589744 33.4516723, -112.0589751 33.4515316, -112.0589776 33.4514591, -112.0589805 33.4513481)",auto,1
2662,South 12th Street,2703,325837720.0,5884,1544,1,84.78645413595245,1,25,,residential,6,"LINESTRING (-112.0564435 33.4471295, -112.0564431 33.4470393, -112.056441 33.446367)",auto,1
2663,South 12th Street,2704,325837720.0,1544,5884,1,84.78645413595245,1,25,,residential,6,"LINESTRING (-112.056441 33.446367, -112.0564431 33.4470393, -112.0564435 33.4471295)",auto,1
2670,,2711,325850629.0,5888,1319,1,47.16873479185618,2,45,,motorway,1,"LINESTRING (-112.0380971 33.4472017, -112.0381037 33.4471135, -112.0381091 33.4469302, -112.03812 33.446778)",auto,0
2681,North Central Avenue,2723,325860682.0,2001,925,1,40.386066880429695,4,39,,primary,3,"LINESTRING (-112.0738309 33.4510237, -112.0738314 33.4512741, -112.0738317 33.4513869)",auto,0
2682,West Adams Street,2724,325860684.0,485,389,1,201.4841750793632,4,35,,tertiary,5,"LINESTRING (-112.1001145 33.4492085, -112.1002508 33.4492075, -112.1003231 33.4492069, -112.100621 33.4491999, -112.1010418 33.4491982, -112.1014726 33.4491952, -112.102286 33.4491896)",auto,0
2685,East Van Buren Street,2727,326178221.0,1715,5867,1,47.199211734030605,3,39,,secondary,4,"LINESTRING (-112.0707583 33.4514421, -112.0711348 33.4514408, -112.0712669 33.4514357)",auto,0
2686,North 3rd Street,2728,326178222.0,5866,1335,1,107.79066807259989,1,29,,residential,6,"LINESTRING (-112.0699821 33.4513409, -112.0699795 33.4512703, -112.0699755 33.451124, -112.0699478 33.4504566, -112.069946 33.450372)",auto,1
2687,North 3rd Street,2729,326178222.0,1335,5866,1,107.79066807259989,1,29,,residential,6,"LINESTRING (-112.069946 33.450372, -112.0699478 33.4504566, -112.0699755 33.451124, -112.0699795 33.4512703, -112.0699821 33.4513409)",auto,1
2688,North 3rd Street,2732,326178224.0,5894,1233,1,36.63899255101092,1,29,,residential,6,"LINESTRING (-112.0693494 33.462447, -112.0693509 33.4627765)",auto,1
2689,North 3rd Street,2733,326178224.0,1233,5894,1,36.63899255101092,1,29,,residential,6,"LINESTRING (-112.0693509 33.4627765, -112.0693494 33.462447)",auto,1
2694,West Jefferson Street,2738,326212869.0,540,686,1,177.15071903147975,3,39,,secondary,4,"LINESTRING (-112.1001092 33.4469897, -112.0999644 33.4469908, -112.0998781 33.4469914, -112.0996729 33.4469929, -112.099411 33.4469948, -112.0992311 33.4469961, -112.0988054 33.4469992, -112.0983501 33.4469999, -112.0981999 33.4470001)",auto,0
2695,North 16th Street,2739,326855542.0,1657,5899,1,66.77058113857993,3,39,,secondary,4,"LINESTRING (-112.0478476 33.4489443, -112.0478483 33.4489218, -112.0478496 33.4487813, -112.0478519 33.4485234, -112.047842 33.4484464, -112.0477799 33.4483584)",auto,0
2711,West Van Buren Street,2755,329993236.0,421,1905,1,73.13025388603451,2,39,,secondary,4,"LINESTRING (-112.0825871 33.4514144, -112.0828044 33.4514066, -112.0833751 33.4514006)",auto,1
2712,West Van Buren Street,2756,329993236.0,1905,421,1,73.13025388603451,3,39,,secondary,4,"LINESTRING (-112.0833751 33.4514006, -112.0828044 33.4514066, -112.0825871 33.4514144)",auto,1
2720,,2764,331012698.0,1473,1527,1,40.22643548936356,2,59,,motorway,1,"LINESTRING (-112.065268 33.4625938, -112.0652539 33.4624727, -112.0652399 33.4623851, -112.0652282 33.4623267, -112.0652117 33.4622794, -112.0651932 33.462239)",auto,0
2721,,2765,331012699.0,1471,1531,1,30.3962903846982,2,59,,motorway,1,"LINESTRING (-112.0650827 33.4618833, -112.065132 33.4620106, -112.0651612 33.4620875, -112.0651862 33.4621426)",auto,0
