poi_type_id,building,unit_of_measure,trip_purpose,production_rate1,attraction_rate1,production_notes,attraction_notes
26,library,"1,000 Sq. Ft. GFA",1,8.16,0.1,1,0
27,service,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
28,trailer_park,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
29,house,"1,000 Sq. Ft. GFA",1,0.1,0.48,0,1
30,bar,"1,000 Sq. Ft. GFA",1,0.1,7.8,0,1
31,driving_school,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
32,dentist,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
33,grandstand,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
34,post_office,"1,000 Sq. Ft. GFA",1,11.21,0.1,1,0
35,truck_rental,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
36,chicken_coop,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
37,place_of_worship,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
38,fast_food,"1,000 Sq. Ft. GFA",1,0.1,14.13,0,1
39,veterinary,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
40,farm_auxiliary,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
41,university,"1,000 Sq. Ft. GFA",1,1.17,0.1,1,0
42,shed,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
43,hospital,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
44,chapel,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
45,fountain,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
46,waste_disposal,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
47,residential,"1,000 Sq. Ft. GFA",1,0.1,0.48,0,1
48,greenhouse,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
49,toilets,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
50,recycling,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
51,car_rental,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
52,parking,"1,000 Sq. Ft. GFA",1,0.1,2.39,0,1
53,boat_storage,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
54,school,"1,000 Sq. Ft. GFA",1,2.04,0.1,1,0
55,college,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
56,restaurant,"1,000 Sq. Ft. GFA",1,0.1,7.8,0,1
57,yes,"1,000 Sq. Ft. GFA",1,1.15,1.15,1,1
58,community_centre,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
59,car_wash,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
60,social_centre,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
61,commercial,"1,000 Sq. Ft. GFA",1,0.1,3.81,0,1
62,roof,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
63,shelter,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
64,church,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
65,civic,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
66,fuel,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
67,silo,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
68,ice_cream,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
69,warehouse,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
70,public,"1,000 Sq. Ft. GFA",1,4.79,0.1,1,0
71,stadium,"1,000 Sq. Ft. GFA",1,0.1,0.47,0,1
72,clinic,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
73,apartments,"1,000 Sq. Ft. GFA",1,0.1,0.48,0,1
74,garage,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
75,grave_yard,"1,000 Sq. Ft. GFA",1,0.1,0.1,0,0
