activity_zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count,total_production,total_attraction
23,E3,-84.14374014386424,40.671531359791096,"POLYGON ((-84.185331 40.638950000000015,-84.185331 40.69600000000001,-84.07570100000001 40.69600000000001,-84.07570100000001 40.638950000000015,-84.185331 40.638950000000015))",POINT (-84.14374014386424 40.671531359791096),56,4437.825938005634,5198.238814595383
24,E4,-84.02856367968751,40.671297621874984,"POLYGON ((-84.07570100000001 40.638950000000015,-84.07570100000001 40.69600000000001,-83.96607100000001 40.69600000000001,-83.96607100000001 40.638950000000015,-84.07570100000001 40.638950000000015))",POINT (-84.02856367968751 40.671297621874984),11,547.3530381513599,635.8904206442369
25,E5,-83.92709366874999,40.673070800000005,"POLYGON ((-83.96607100000001 40.638950000000015,-83.96607100000001 40.69600000000001,-83.85644100000002 40.69600000000001,-83.85644100000002 40.638950000000015,-83.96607100000001 40.638950000000015))",POINT (-83.92709366874999 40.673070800000005),15,46.998100327654406,183.60865667002886
26,Gate1,-84.459406,40.667474999999996,,POINT (-84.459406 40.667474999999996),0,6000.0,6000.0
27,Gate2,-84.459406,40.724525,,POINT (-84.459406 40.724525),0,32000.0,32000.0
28,Gate3,-84.459406,40.781575000000004,,POINT (-84.459406 40.781575000000004),0,22000.0,22000.0
29,Gate4,-84.459406,40.83862499999999,,POINT (-84.459406 40.83862499999999),0,67000.0,67000.0
30,Gate5,-84.459406,40.895675,,POINT (-84.459406 40.895675),0,13000.0,13000.0
31,Gate6,-84.34977599999999,40.952729500000004,,POINT (-84.34977599999999 40.952729500000004),0,55000.0,55000.0
32,Gate7,-84.24014600000001,40.952729500000004,,POINT (-84.24014600000001 40.952729500000004),0,42000.0,42000.0
33,Gate8,-84.130516,40.952729500000004,,POINT (-84.130516 40.952729500000004),0,91000.0,91000.0
34,Gate9,-84.02088599999999,40.952729500000004,,POINT (-84.02088599999999 40.952729500000004),0,62000.0,62000.0
35,Gate10,-83.91125600000001,40.952729500000004,,POINT (-83.91125600000001 40.952729500000004),0,14000.0,14000.0
36,Gate11,-83.801625,40.8956795,,POINT (-83.801625 40.8956795),0,11000.0,11000.0
37,Gate12,-83.801625,40.83862950000001,,POINT (-83.801625 40.83862950000001),0,7000.0,7000.0
38,Gate13,-83.801625,40.78157950000001,,POINT (-83.801625 40.78157950000001),0,9000.0,9000.0
39,Gate14,-83.801625,40.7245295,,POINT (-83.801625 40.7245295),0,9000.0,9000.0
40,Gate15,-83.801625,40.6674795,,POINT (-83.801625 40.6674795),0,4000.0,4000.0
41,Gate16,-83.91125500000001,40.610425,,POINT (-83.91125500000001 40.610425),0,7000.0,7000.0
42,Gate17,-84.02088499999999,40.610425,,POINT (-84.02088499999999 40.610425),0,100000.0,100000.0
43,Gate18,-84.130515,40.610425,,POINT (-84.130515 40.610425),0,454000.0,454000.0
44,Gate19,-84.24014500000001,40.610425,,POINT (-84.24014500000001 40.610425),0,92000.0,92000.0
45,Gate20,-84.349775,40.610425,,POINT (-84.349775 40.610425),0,14000.0,14000.0
